Engineering strain,Tensile stress (GPa)
0.0,-0.7535850604872733
0.000749999999999878,-0.716590514098678
0.00150000000000009,-0.6709023109842444
0.00224999999999997,-0.5833177628687234
0.00299999999999985,-0.5180769656167162
0.00375000000000006,-0.4439188966417419
0.00449999999999994,-0.3484070305753766
0.00525000000000015,-0.2462184877938572
0.00600000000000003,-0.10191716690002564
0.00674999999999991,0.051531195844458574
0.00750000000000012,0.2039296707934808
0.00825,0.35535454098925723
0.00899999999999987,0.5071313563120974
0.00975000000000008,0.626962160925702
0.0105,0.7897752851289785
0.0112499999999998,0.9115799295620267
0.0120000000000001,1.0503256552483293
0.0127499999999999,1.1895339565110097
0.0135000000000001,1.330783082371118
0.01425,1.442568930160788
0.0149999999999999,1.579656705766738
0.0157500000000001,1.723014324455108
0.0165,1.848547212911604
0.0172499999999999,1.97393008203391
0.0180000000000001,2.100078949505496
0.01875,2.2189746745749637
0.0194999999999998,2.335976336111808
0.02025,2.450797239273284
0.0209999999999999,2.57975829114
0.0217500000000001,2.702722438660524
0.0225,2.824829664147852
0.0232499999999999,2.949205273603696
0.0240000000000001,3.084840511934744
0.02475,3.2031569423693727
0.0254999999999999,3.3437489846144843
0.0262500000000001,3.470182353631936
0.027,3.5891705021926157
0.02775,3.718419160306604
0.0285,3.8419275601875342
0.0292499999999999,3.9389124254440437
0.0300000000000001,4.059040877183894
0.03075,4.185519057505464
0.0314999999999999,4.286531610823835
0.0322500000000001,4.406716434839006
0.033,4.536840955630604
0.0337499999999999,4.659053841804513
0.0345000000000001,4.759927449914652
0.0352499999999999,4.868565332715124
0.036,4.982057343369663
0.03675,5.091338960585816
0.0374999999999999,5.204938622678614
0.0382500000000001,5.33294885546008
0.039,5.439868057853504
0.0397499999999999,5.55377669820315
0.0405000000000001,5.652774048495012
0.04125,5.762742125257968
0.0419999999999999,5.860521457522912
0.0427500000000001,5.981020734669068
0.0434999999999999,6.090779157127052
0.0442500000000002,6.205164789858042
0.045,6.320444966799544
0.0457499999999999,6.427663873593095
0.0465000000000001,6.547027043752412
0.04725,6.659556323402808
0.0479999999999999,6.77464166307127
0.0487500000000001,6.88925810061328
0.0495,6.9944806283385885
0.0502499999999999,7.107644855573295
0.0510000000000001,7.215139615018994
0.0517499999999999,7.335253865603538
0.0525000000000002,7.432236056917532
0.05325,7.556958207614748
0.0539999999999999,7.645932898906809
0.0547500000000001,7.763543076532943
0.0555,7.856907502271208
0.0562499999999999,7.966964642243889
0.0570000000000001,8.063765211329962
0.05775,8.177447567890841
0.0584999999999998,8.278438920479493
0.0592500000000001,8.396721624608286
0.0599999999999999,8.499910978788034
0.0607500000000002,8.612968597653209
0.0615,8.70979437260535
0.0622499999999999,8.800997438409246
0.0630000000000001,8.888674318727677
0.06375,8.987301794319748
0.0644999999999999,9.089226794995941
0.0652500000000001,9.19704386152911
0.066,9.285824696214918
0.06675,9.385919738009896
0.0675000000000001,9.470723898405534
0.0682499999999999,9.549272140500893
0.0690000000000001,9.644254430655781
0.06975,9.74558077840412
0.0704999999999999,9.828675557151703
0.0712500000000001,9.927340209231124
0.072,10.015523420164772
0.0727499999999999,10.094292682366413
0.0735000000000001,10.176726796884646
0.07425,10.27045526246118
0.075,10.36194923545558
0.0757500000000001,10.432476187074721
0.0764999999999999,10.50100463826176
0.0772500000000001,10.58121333635974
0.078,10.6583116411477
0.0787499999999999,10.71375120395108
0.0795000000000001,10.80311269162882
0.08025,10.8792767769351
0.0809999999999999,10.94582066727404
0.0817500000000001,11.0046792526
0.0824999999999999,11.0825925446239
0.08325,11.13706841036054
0.084,11.2042532155367
0.0847499999999999,11.27617056674276
0.0855000000000001,11.34515480608298
0.08625,11.40838641954968
0.0869999999999999,11.48431264762598
0.0877500000000001,11.560815224949419
0.0885,11.6174271128206
0.0892499999999999,11.697966687604481
0.0900000000000001,11.77166818147148
0.09075,11.83999167689082
0.0915,11.91222726318764
0.09225,11.97994890827202
0.0929999999999999,12.03245390183572
0.0937500000000001,12.100559082099618
0.0945,12.15809266222802
0.0952499999999999,12.203952352618739
0.0960000000000001,12.26719967655616
0.09675,12.316347963123778
0.0974999999999999,12.34992692128708
0.0982500000000001,12.38059021691358
0.0989999999999999,12.43471483524626
0.09975,12.464752729207081
0.1005,12.51151393920278
0.10125,12.57881482933178
0.102,12.64055587898436
0.10275,12.66695196896324
0.1035,12.72838786695476
0.10425,12.758438412663159
0.105,12.78141094365084
0.10575,12.800992254235279
0.1065,12.8335886138196
0.10725,12.836808012261361
0.108,12.866678027017098
0.10875,12.880727006405019
0.1095,12.91324544547292
0.11025,12.94791974262606
0.111,12.994470805469982
0.11175,13.009445962287021
0.1125,13.02016221036852
0.11325,13.026829074103262
0.114,13.01332417346336
0.11475,13.00588802536538
0.1155,12.994368621931198
0.11625,12.987271620048801
0.117,12.983525082467699
0.11775,12.98877428999696
0.1185,12.98792506740956
0.11925,13.019883725507942
0.12,13.04510883403692
0.12075,13.06530643550538
0.1215,13.084511412426139
0.12225,13.09579498633686
0.123,13.105350572324301
0.12375,13.129945740445919
0.1245,13.137255779093142
0.12525,13.15213318121098
0.126,13.167272676169821
0.12675,13.1791955364242
0.1275,13.17214056143968
0.12825,13.18881891295888
0.129,13.20138758690282
0.12975,13.22004375653484
0.1305,13.230982984742099
0.13125,13.2592453981141
0.132,13.25184723534122
0.13275,13.27690794629394
0.1335,13.27899099528268
0.13425,13.2807977536295
0.135,13.290380283919902
0.13575,13.321989774389682
0.1365,13.32510850390386
0.13725,13.3462792844464
0.138,13.36596656581256
0.13875,13.37320252480634
