Engineering strain,Tensile stress (GPa),sample
0.255,-1.4581447869698545,W1_joint_300K
0.25575,-1.1573915034071947,W1_joint_300K
0.2565,-0.6430840702200128,W1_joint_300K
0.25725,-0.0011922113464588602,W1_joint_300K
0.258,0.6130697476738112,W1_joint_300K
0.25875,1.0783857516942095,W1_joint_300K
0.2595,1.3090551701943778,W1_joint_300K
0.26025,1.3203534312910556,W1_joint_300K
0.261,1.0685539031750069,W1_joint_300K
0.26175,0.634811411821952,W1_joint_300K
0.2625,0.06135621828932196,W1_joint_300K
0.26325,-0.517932134152632,W1_joint_300K
0.264,-0.9987058312321576,W1_joint_300K
0.26475,-1.273399682232251,W1_joint_300K
0.2655,-1.2764514928079496,W1_joint_300K
0.26625,-1.023208245288052,W1_joint_300K
0.267,-0.5478326174662422,W1_joint_300K
0.26775,0.00412402975906776,W1_joint_300K
0.2685,0.5363813757314998,W1_joint_300K
0.26925,0.9506738096591594,W1_joint_300K
0.27,1.1734794289130779,W1_joint_300K
0.27075,1.175150739787798,W1_joint_300K
0.2715,0.9521961851754378,W1_joint_300K
0.27225,0.5613001986183954,W1_joint_300K
0.273,0.05786566728864941,W1_joint_300K
0.27375,-0.45738513767472855,W1_joint_300K
0.2745,-0.8889598523937849,W1_joint_300K
0.27525,-1.1149543104833164,W1_joint_300K
0.276,-1.1179648439959702,W1_joint_300K
0.27675,-0.9002283263608595,W1_joint_300K
0.2775,-0.4739834518670435,W1_joint_300K
0.27825,0.023757209963102488,W1_joint_300K
0.279,0.5032625388238184,W1_joint_300K
0.27975,0.8753855833797146,W1_joint_300K
0.2805,1.0736875431095019,W1_joint_300K
0.28125,1.0659584563057232,W1_joint_300K
0.282,0.8641623766618787,W1_joint_300K
0.28275,0.5013800930880732,W1_joint_300K
0.2835,0.046815498169884194,W1_joint_300K
0.28425,-0.42542612003462177,W1_joint_300K
0.285,-0.819260886470021,W1_joint_300K
0.28575,-1.0357764951858688,W1_joint_300K
0.2865,-1.031756880215115,W1_joint_300K
0.28725,-0.8144035205714186,W1_joint_300K
0.288,-0.4212821073254508,W1_joint_300K
0.28875,0.049160078054291165,W1_joint_300K
0.2895,0.48225754356994316,W1_joint_300K
0.29025,0.8219909550775689,W1_joint_300K
0.291,1.0041526676118446,W1_joint_300K
0.29175,0.9927005672096462,W1_joint_300K
0.2925,0.8026980904088166,W1_joint_300K
0.29325,0.46910971566398646,W1_joint_300K
0.294,0.01923753402077444,W1_joint_300K
0.29475,-0.44045538028699455,W1_joint_300K
0.2955,-0.7918558974853578,W1_joint_300K
0.29625,-0.9820005162253492,W1_joint_300K
0.297,-0.9687202352431576,W1_joint_300K
0.29775,-0.7317671901597975,W1_joint_300K
0.2985,-0.3477871773132327,W1_joint_300K
0.29925,-0.13570059104114085,W1_joint_300K
0.3,0.11241689144252354,W1_joint_300K
0.0,-0.8973722282864559,W2_joint_300K
0.000749999999999878,-0.8180508054889642,W2_joint_300K
0.00150000000000009,-0.7450311852506158,W2_joint_300K
0.00224999999999997,-0.5905472531611162,W2_joint_300K
0.00299999999999985,-0.4515136025550134,W2_joint_300K
0.00375000000000006,-0.3021752067207467,W2_joint_300K
0.00449999999999994,-0.15978192737199368,W2_joint_300K
0.00525000000000015,-0.009413971339205084,W2_joint_300K
0.00600000000000003,0.1375029831684099,W2_joint_300K
0.00674999999999991,0.3207634964750235,W2_joint_300K
0.00750000000000012,0.49927234153907596,W2_joint_300K
0.00825,0.6415937680490188,W2_joint_300K
0.00899999999999987,0.7735557928828662,W2_joint_300K
0.00975000000000008,0.9333224318455796,W2_joint_300K
0.0105,1.0352186363258546,W2_joint_300K
0.0112499999999998,1.1343972687960016,W2_joint_300K
0.0120000000000001,1.2648404816076657,W2_joint_300K
0.0127499999999999,1.411644160194316,W2_joint_300K
0.0135000000000001,1.527182949046678,W2_joint_300K
0.01425,1.664822423076528,W2_joint_300K
0.0149999999999999,1.799014509948328,W2_joint_300K
0.0157500000000001,1.9346294153122319,W2_joint_300K
0.0165,2.062325044539306,W2_joint_300K
0.0172499999999999,2.1914740510627526,W2_joint_300K
0.0180000000000001,2.311906666749342,W2_joint_300K
0.01875,2.456776591554702,W2_joint_300K
0.0194999999999998,2.589129133624258,W2_joint_300K
0.02025,2.703693598327222,W2_joint_300K
0.0209999999999999,2.816317703977608,W2_joint_300K
0.0217500000000001,2.935950986674834,W2_joint_300K
0.0225,3.038984374303928,W2_joint_300K
0.0232499999999999,3.137311224371922,W2_joint_300K
0.0240000000000001,3.267218604799332,W2_joint_300K
0.02475,3.4043837249023063,W2_joint_300K
0.0254999999999999,3.5184750002466543,W2_joint_300K
0.0262500000000001,3.633755974504834,W2_joint_300K
0.027,3.785374224025026,W2_joint_300K
0.02775,3.908345233107192,W2_joint_300K
0.0285,4.016668684172534,W2_joint_300K
0.0292499999999999,4.1469354097122695,W2_joint_300K
0.0300000000000001,4.273091777874702,W2_joint_300K
0.03075,4.382257127718244,W2_joint_300K
0.0314999999999999,4.49475871495472,W2_joint_300K
0.0322500000000001,4.620267871384742,W2_joint_300K
0.033,4.739384062268717,W2_joint_300K
0.0337499999999999,4.854012440822246,W2_joint_300K
0.0345000000000001,4.95296795623511,W2_joint_300K
0.0352499999999999,5.074334394010665,W2_joint_300K
0.036,5.1842275665947595,W2_joint_300K
0.03675,5.28688819183102,W2_joint_300K
0.0374999999999999,5.4281727866884095,W2_joint_300K
0.0382500000000001,5.546536390712042,W2_joint_300K
0.039,5.656855596697602,W2_joint_300K
0.0397499999999999,5.764851905861664,W2_joint_300K
0.0405000000000001,5.881592692433038,W2_joint_300K
0.04125,5.967765211251422,W2_joint_300K
0.0419999999999999,6.076518564549414,W2_joint_300K
0.0427500000000001,6.182855492150759,W2_joint_300K
0.0434999999999999,6.2927282714416695,W2_joint_300K
0.0442500000000002,6.401892827282614,W2_joint_300K
0.045,6.505241090838046,W2_joint_300K
0.0457499999999999,6.618377455935215,W2_joint_300K
0.0465000000000001,6.72288230687847,W2_joint_300K
0.04725,6.836715129351236,W2_joint_300K
0.0479999999999999,6.946944476976708,W2_joint_300K
0.0487500000000001,7.0557657624287256,W2_joint_300K
0.0495,7.1855646582904145,W2_joint_300K
0.0502499999999999,7.299401997150912,W2_joint_300K
0.0510000000000001,7.390112878129457,W2_joint_300K
0.0517499999999999,7.4951537943358035,W2_joint_300K
0.0525000000000002,7.587694399839362,W2_joint_300K
0.05325,7.676063567498223,W2_joint_300K
