strain,stress_z_GPa,stress_x_GPa,stress_y_GPa,temp_K,pe_eV_atom,lx,ly,lz
0.0,-1.07865608056316,-1.05156378795238,-1.12007874044513,298.436055738215,-8.36482172333944,42.6,42.6,170.4
0.000749999999999878,-0.855888541359497,-0.995679061740224,-1.05216197864253,301.2111774424,-8.36455436408667,42.6,42.6,170.5278
0.00150000000000009,-0.757572062936711,-0.906248158914459,-0.991386293557598,297.602212520985,-8.36439858262029,42.6,42.6,170.6556
0.00224999999999997,-0.580086537096489,-0.801587797340851,-0.854162701672065,298.104590874912,-8.36471788966241,42.6,42.6,170.7834
0.00299999999999985,-0.452952704297222,-0.751606747556343,-0.743719094515626,300.694918227839,-8.36433516764868,42.6,42.6,170.9112
0.00375000000000006,-0.306236420115662,-0.624438058721112,-0.676438362053171,298.242203655831,-8.364709800452,42.6,42.6,171.039
0.00449999999999994,-0.160720288328983,-0.571654599385684,-0.609955402715277,299.657038385727,-8.36439815377997,42.6,42.6,171.1668
0.00525000000000015,-0.0108800837653774,-0.51853867427535,-0.488326461845186,302.497640238988,-8.36427484594655,42.6,42.6,171.2946
0.00600000000000003,0.131879859647276,-0.421548268042588,-0.449904112655455,298.533546901546,-8.36416609222447,42.6,42.6,171.4224
0.00674999999999991,0.298887075866721,-0.286777095751624,-0.36038640919014,301.468334238232,-8.36415321222833,42.6,42.6,171.5502
0.00750000000000012,0.428348352422413,-0.379288438566051,-0.26132512491976,352.640658862022,-8.36450955813356,42.6,42.6,171.678
0.00825,0.755582278204085,-0.0842445184122136,-0.00794426375747039,307.288372940387,-8.36666807977642,42.6,42.6,171.8058
0.00899999999999987,0.881664141554885,0.107037873493152,0.0574924957098056,290.286046134417,-8.36630569335146,42.6,42.6,171.9336
0.00975000000000008,0.84348699219699,-0.00199323603109642,-0.0712110492151127,299.08885175621,-8.36301045862227,42.6,42.6,172.0614
0.0105,0.958697200035958,0.0685721023313741,-0.0220941087625464,300.870777910193,-8.36263088622046,42.6,42.6,172.1892
0.0112499999999998,1.22718154723598,0.19012693581781,0.177349865376906,297.314551355083,-8.36356764298921,42.6,42.6,172.317
0.0120000000000001,1.26506330060546,0.23440776069869,0.17404013087417,302.968880565636,-8.3625483292632,42.6,42.6,172.4448
0.0127499999999999,1.37755730390562,0.249786681900039,0.233478123900394,297.360818975831,-8.36273341321086,42.6,42.6,172.5726
0.0135000000000001,1.49570305625531,0.423914988625392,0.364855422253915,300.366344847058,-8.36274913664413,42.6,42.6,172.7004
0.01425,1.69271559296921,0.536084544979718,0.514497682941673,302.638587902579,-8.36231613215969,42.6,42.6,172.8282
0.0149999999999999,1.80487549149779,0.579998908488017,0.486627363135963,299.5889234595,-8.36267709044406,42.6,42.6,172.956
0.0157500000000001,1.95326067075471,0.689375093882076,0.576359826583704,301.889480838949,-8.36188293120654,42.6,42.6,173.0838
0.0165,2.04851773826462,0.708628580087935,0.685099625793257,300.58620557529,-8.36202607825795,42.6,42.6,173.2116
0.0172499999999999,2.17377758307483,0.733910464271715,0.744409946904754,300.307314058249,-8.36182149147058,42.6,42.6,173.3394
0.0180000000000001,2.33119373910458,0.815888379467553,0.857916089043418,301.210195045285,-8.36118381780381,42.6,42.6,173.4672
0.01875,2.45062052411502,0.889532555191563,0.881155108867933,297.383745342316,-8.36118319259192,42.6,42.6,173.595
0.0194999999999998,2.55542374918766,0.968267797215233,0.872243574470967,302.51145355136,-8.36094773739919,42.6,42.6,173.7228
0.02025,2.77286736229142,1.0888097865607,1.03485535188115,300.398023279178,-8.36080221292459,42.6,42.6,173.8506
0.0209999999999999,2.83554029342261,1.17364521201457,1.05784466485534,300.567494920472,-8.36066991621926,42.6,42.6,173.9784
0.0217500000000001,2.9040160626194,1.11568879084353,1.21168777490366,301.812277025615,-8.36006191970772,42.6,42.6,174.1062
0.0225,3.01374105236695,1.29015867985362,1.15712176198311,298.766316053437,-8.36008716420281,42.6,42.6,174.234
0.0232499999999999,3.15359016267379,1.3100311573771,1.29157444594749,301.384734785364,-8.35971460998796,42.6,42.6,174.3618
0.0240000000000001,3.28803430043689,1.37424899923669,1.36198792995655,299.004199910729,-8.35928892133026,42.6,42.6,174.4896
0.02475,3.32717454376258,1.44403386745057,1.41822395977747,299.800470785755,-8.35922600359491,42.6,42.6,174.6174
0.0254999999999999,3.55355296475645,1.62100615813749,1.57405507716339,300.920801147792,-8.35882938244236,42.6,42.6,174.7452
0.0262500000000001,3.69956665288182,1.60809140257207,1.56466489211674,298.305387597428,-8.35845030915019,42.6,42.6,174.873
0.027,3.72404653939553,1.69043475487909,1.64065463202322,298.660117788145,-8.35809355188082,42.6,42.6,175.0008
0.02775,3.86443917172779,1.71852601164562,1.61197665674382,300.556871154946,-8.35777536611131,42.6,42.6,175.1286
0.0285,4.08526579136354,1.90730753252444,1.76313769630792,299.089638821281,-8.35778154564282,42.6,42.6,175.2564
0.0292499999999999,4.16840801016728,1.93443162393913,1.87809568325124,301.742853135363,-8.35735247181013,42.6,42.6,175.3842
0.0300000000000001,4.24118390820853,1.97449098505528,1.95254824259003,299.225932543935,-8.35699409142596,42.6,42.6,175.512
0.03075,4.37538016709421,2.11049067318667,2.02996258759565,297.742973469841,-8.35669841072488,42.6,42.6,175.6398
0.0314999999999999,4.49522101253995,2.13033832781926,2.10541991849304,299.450367808158,-8.35605368569146,42.6,42.6,175.7676
0.0322500000000001,4.63109254058125,2.16634010788825,2.15441163297872,299.927741704417,-8.35652779190812,42.6,42.6,175.8954
0.033,4.73091594634966,2.23564977069949,2.20858515524322,298.999007715873,-8.35533126846753,42.6,42.6,176.0232
0.0337499999999999,4.86872969035864,2.32014870761189,2.27187530129421,297.5682719974,-8.3552556487302,42.6,42.6,176.151
0.0345000000000001,4.97096112151408,2.375486554152,2.3985010424232,301.034386032922,-8.35479802658631,42.6,42.6,176.2788
0.0352499999999999,5.0683629053076,2.43583649089063,2.41183481211601,299.55415517847,-8.35466030699678,42.6,42.6,176.4066
0.036,5.12587011764557,2.52538479358865,2.45006848552624,300.902993630882,-8.3541610211536,42.6,42.6,176.5344
0.03675,5.33774813522744,2.5673664759142,2.51289295543139,298.403051062104,-8.35364161950971,42.6,42.6,176.6622
0.0374999999999999,5.41819555327911,2.64642002609933,2.5782419333101,301.104002824583,-8.35356798080501,42.6,42.6,176.79
0.0382500000000001,5.48426424769538,2.725603628168,2.62560986587613,298.533134245062,-8.35263187303914,42.6,42.6,176.9178
0.039,5.77478587959455,2.80644554515491,2.80933634282945,296.81350669926,-8.35299624315073,42.6,42.6,177.0456
0.0397499999999999,5.71768813776373,2.88166371484123,2.80626766202448,298.520926686723,-8.35228126637964,42.6,42.6,177.1734
0.0405000000000001,5.88934416515524,2.96241009997656,2.89010145171265,302.566360935859,-8.35172117071876,42.6,42.6,177.3012
0.04125,5.95817709909942,2.86447781212364,2.84106999350624,300.441243171603,-8.35060305922721,42.6,42.6,177.429
0.0419999999999999,6.06796818055225,2.9896664073437,3.0159694883644,298.490557025081,-8.35090832585768,42.6,42.6,177.5568
0.0427500000000001,6.20564847368647,3.10850199761674,3.00625557550336,300.78292616701,-8.34987503155581,42.6,42.6,177.6846
0.0434999999999999,6.26145490425369,3.1760697486146,3.18275122485309,298.433936409091,-8.3498481299063,42.6,42.6,177.8124
0.0442500000000002,6.42102880316197,3.25447297528222,3.19390453971889,301.841163931425,-8.34956322109356,42.6,42.6,177.9402
0.045,6.50754099555397,3.21854028995827,3.17144968054449,300.948605241994,-8.34897991104063,42.6,42.6,178.068
