Engineering strain,Tensile stress (GPa)
0.0,-0.39940941911438826
0.000749999999999878,-0.3300624404594285
0.00150000000000009,-0.24899105748335898
0.00224999999999997,-0.09165794123135995
0.00299999999999985,0.08032157445535443
0.00375000000000006,0.24704038925201002
0.00449999999999994,0.42626167384459024
0.00525000000000015,0.5753678592103553
0.00600000000000003,0.7352937169916481
0.00674999999999991,0.8784349995584533
0.00750000000000012,1.0109309230361871
0.00825,1.1346758996990949
0.00899999999999987,1.274801256139438
0.00975000000000008,1.392828323172078
0.0105,1.5260286793320819
0.0112499999999998,1.6710315582109303
0.0120000000000001,1.816708267435212
0.0127499999999999,1.957279791592854
0.0135000000000001,2.1026500594395396
0.01425,2.254602400123566
0.0149999999999999,2.409708107263674
0.0157500000000001,2.5447775944917543
0.0165,2.6490102934677457
0.0172499999999999,2.786463684958052
0.0180000000000001,2.897554936742938
0.01875,2.980875022390306
0.0194999999999998,3.0882764818363375
0.02025,3.2453625850003043
0.0209999999999999,3.3607247684534842
0.0217500000000001,3.4936201529630218
0.0225,3.628852999113962
0.0232499999999999,3.76410800826216
0.0240000000000001,3.8788385715304003
0.02475,4.011398402778481
0.0254999999999999,4.1190901553748205
0.0262500000000001,4.24235216701829
0.027,4.366121732758527
0.02775,4.490001045213562
0.0285,4.601604525034532
0.0292499999999999,4.732035925749903
0.0300000000000001,4.845117047564829
0.03075,4.96029389712586
0.0314999999999999,5.073459578964695
0.0322500000000001,5.1816370714777875
0.033,5.270144840725068
0.0337499999999999,5.384524117429656
0.0345000000000001,5.492713611169834
0.0352499999999999,5.605681795083956
0.036,5.714943573910646
0.03675,5.852270088774667
0.0374999999999999,5.963017218547972
0.0382500000000001,6.065616886831456
0.039,6.167687509109894
0.0397499999999999,6.281638272696384
0.0405000000000001,6.364397060022058
0.04125,6.458262509974699
0.0419999999999999,6.54901172046096
0.0427500000000001,6.64099101858873
0.0434999999999999,6.749876834674827
0.0442500000000002,6.849220997172031
0.045,6.954405316413448
0.0457499999999999,7.061271812406124
0.0465000000000001,7.181730995653558
0.04725,7.270223383411965
0.0479999999999999,7.367996638351916
0.0487500000000001,7.472923211695502
0.0495,7.588811076659619
