Engineering strain,Tensile stress (GPa)
0.0,-0.888788932519887
0.000749999999999878,-0.76922995336103
0.00150000000000009,-0.602736295580903
0.00224999999999997,-0.605606874932892
0.00299999999999985,-0.48814949852651
0.00375000000000006,-0.450866191942282
0.00449999999999994,-0.443025967100994
0.00525000000000015,-0.231945950706031
0.00600000000000003,-0.128047544601066
0.00674999999999991,0.0227932153810869
0.00750000000000012,0.270640412526876
0.00825,0.324215846621427
0.00899999999999987,0.53004642403908
0.00975000000000008,0.629076806377816
0.0105,0.781677291995288
0.0112499999999998,0.869794435594899
0.0120000000000001,1.13828146763781
0.0127499999999999,1.13906964620432
0.0135000000000001,1.32280543480933
0.01425,1.47771879830869
0.0149999999999999,1.57604006489544
0.0157500000000001,1.69721070658616
0.0165,1.82450852423407
0.0172499999999999,2.03959352825118
0.0180000000000001,2.10538324059117
0.01875,2.20295441050697
0.0194999999999998,2.32795504394409
0.02025,2.41898714958141
0.0209999999999999,2.6246018359354
0.0217500000000001,2.67948775639855
0.0225,2.84775966984055
0.0232499999999999,2.94277578154671
0.0240000000000001,3.02952327701805
0.02475,3.24647988321462
0.0254999999999999,3.35766394805379
0.0262500000000001,3.43934182201369
0.027,3.64573599277227
0.02775,3.66169012210531
0.0285,3.84142062601802
0.0292499999999999,4.00390723862373
0.0300000000000001,4.05688382141834
0.03075,4.13066031905482
0.0314999999999999,4.26233238080456
0.0322500000000001,4.47381152762587
0.033,4.50897000521559
0.0337499999999999,4.65780794149419
0.0345000000000001,4.78128292301281
0.0352499999999999,4.87339681167411
0.036,4.97817956817656
0.03675,5.05215941921795
0.0374999999999999,5.22526799476688
0.0382500000000001,5.32769100909358
0.039,5.4413951221381
0.0397499999999999,5.61823073208389
0.0405000000000001,5.58675543118507
0.04125,5.79481119651511
0.0419999999999999,5.82267776055289
0.0427500000000001,5.99123550595288
0.0434999999999999,6.10712739340861
0.0442500000000002,6.18925181691585
0.045,6.34360330880503
0.0457499999999999,6.39460592420784
0.0465000000000001,6.56763639066039
0.04725,6.64322192737636
0.0479999999999999,6.78606766771244
0.0487500000000001,6.90624970705701
0.0495,6.97003262255015
0.0502499999999999,7.14071857837044
0.0510000000000001,7.1693345660029
0.0517499999999999,7.35188880388598
0.0525000000000002,7.4437235042855
0.05325,7.57060387547287
0.0539999999999999,7.62562953494041
0.0547500000000001,7.79294531948898
0.0555,7.79676226034628
0.0562499999999999,8.03177439241618
0.0570000000000001,8.03742600416419
0.05775,8.17591523480381
0.0584999999999998,8.27694816491935
0.0592500000000001,8.36517404315068
0.0599999999999999,8.53673115535943
0.0607500000000002,8.62883952480816
0.0615,8.69186200570255
0.0622499999999999,8.84223625924522
0.0630000000000001,8.84930291791139
0.06375,8.99274648437891
0.0644999999999999,9.06722392640032
0.0652500000000001,9.1849993836629
0.066,9.35186126262618
0.06675,9.38838825057724
0.0675000000000001,9.43665065780795
0.0682499999999999,9.56769913537521
0.0690000000000001,9.6090201856411
0.06975,9.74460247310296
0.0704999999999999,9.86329970135169
0.0712500000000001,9.94328239654964
0.072,9.98317302911313
0.0727499999999999,10.1023434460382
0.0735000000000001,10.1855185277712
0.07425,10.2571460123599
0.075,10.3554529691408
0.0757500000000001,10.4518153569958
0.0764999999999999,10.5598133110102
0.0772500000000001,10.5381532858669
0.078,10.5997882682951
0.0787499999999999,10.7564964596307
0.0795000000000001,10.8373068809356
0.08025,10.8370111250271
0.0809999999999999,10.9849607242556
0.0817500000000001,10.9806086948265
0.0824999999999999,11.0892159113254
0.08325,11.1315998075654
0.084,11.2265775851466
0.0847499999999999,11.2573400529388
0.0855000000000001,11.3165327207073
0.08625,11.4488026673557
0.0869999999999999,11.4765210042665
0.0877500000000001,11.5427356524801
0.0885,11.6369711933203
