# Time-averaged data for fix rdf1850out
# TimeStep Number-of-rows
# Row c_rdf1850[1] c_rdf1850[2] c_rdf1850[3] c_rdf1850[4] c_rdf1850[5] c_rdf1850[6] c_rdf1850[7] c_rdf1850[8] c_rdf1850[9] c_rdf1850[10] c_rdf1850[11] c_rdf1850[12] c_rdf1850[13] c_rdf1850[14] c_rdf1850[15] c_rdf1850[16] c_rdf1850[17] c_rdf1850[18] c_rdf1850[19] c_rdf1850[20] c_rdf1850[21]
360000 200
160 4.785 1.26563 31.313 0.894681 2.50461 0.775434 0.292498 0.858318 0.362237 0.872694 0.571988 0.915659 0.121375 1.17475 0.286688 1.86647 1.60052 2.69676 1.40063 1.79931 1.78356
161 4.815 1.25577 32.0377 0.894149 2.56188 0.784307 0.297326 0.896632 0.369472 0.826402 0.582884 1.03679 0.124524 1.3616 0.295065 1.34131 1.60876 1.94974 1.41262 2.22572 1.79726
162 4.845 1.24389 32.7646 0.890786 2.61965 0.809367 0.302371 0.906879 0.376881 0.870031 0.594501 0.914126 0.127335 1.20853 0.302597 1.40466 1.61753 1.87401 1.42429 3.7336 1.82055
163 4.875 1.23432 33.4949 0.868123 2.67666 0.807193 0.307466 0.917355 0.38447 0.873969 0.606313 0.921719 0.130203 1.08084 0.309416 2.69235 1.63454 2.25047 1.43849 1.95104 1.83288
164 4.905 1.22053 34.2259 0.883846 2.73541 0.796235 0.312554 0.904581 0.392044 0.829125 0.617656 0.857557 0.132906 1.26922 0.317532 2.25917 1.64897 2.31755 1.45331 1.07 1.83973
165 4.935 1.2136 34.9617 0.860468 2.79332 0.795666 0.3177 0.864515 0.399373 0.817771 0.628985 0.917136 0.135832 1.27627 0.325779 1.35297 1.65773 2.3898 1.46877 1.05996 1.84658
166 4.965 1.19267 35.6937 0.842012 2.85067 0.809249 0.322997 0.891076 0.407019 0.882532 0.641359 0.828015 0.138505 1.3298 0.334481 1.8129 1.66959 2.5072 1.48517 2.08957 1.86027
167 4.995 1.17137 36.4212 0.845701 2.90897 0.839768 0.32856 0.883833 0.414694 0.851142 0.653438 0.908614 0.141474 1.17645 0.342273 2.41248 1.68557 2.57361 1.50221 1.65637 1.87123
168 5.025 1.16861 37.1558 0.847242 2.96809 0.83511 0.33416 0.824826 0.421944 0.815527 0.665148 0.824011 0.144199 1.49115 0.352273 1.46315 1.69536 2.02519 1.51577 0.612929 1.87534
169 5.055 1.14568 37.8846 0.819077 3.02592 0.846816 0.339903 0.801333 0.429072 0.851841 0.67753 0.775078 0.146793 1.38799 0.361688 1.74726 1.70722 1.62701 1.52681 1.81454 1.88767
170 5.085 1.12187 38.6068 0.814798 3.08413 0.851233 0.345748 0.891878 0.4371 0.843224 0.689932 0.804172 0.149517 1.16301 0.369675 2.70236 1.72577 2.24729 1.54227 1.40128 1.89726
171 5.115 1.10968 39.3295 0.80545 3.14235 0.842087 0.3516 0.830062 0.44466 0.830546 0.702292 0.837203 0.152385 1.24385 0.378312 1.63268 1.73711 2.36243 1.55868 0.98553 1.90411
172 5.145 1.09387 40.0504 0.786485 3.19988 0.827317 0.357416 0.824998 0.452263 0.807412 0.714449 0.796125 0.155146 1.49642 0.388831 2.12448 1.75206 1.92966 1.57224 1.94878 1.91781
173 5.175 1.06449 40.7601 0.772897 3.25706 0.885613 0.363714 0.81089 0.459823 0.831314 0.727112 0.762132 0.157819 1.33372 0.398312 1.59388 1.7634 2.08529 1.58707 1.15476 1.92603
174 5.205 1.03751 41.4598 0.784732 3.3158 0.920538 0.370337 0.843617 0.467779 0.838191 0.740026 0.715107 0.160356 1.25512 0.407338 1.79457 1.77629 1.44764 1.59748 0.762722 1.93151
175 5.235 1.02477 42.1589 0.759556 3.37332 0.865525 0.376636 0.775151 0.475173 0.815034 0.752731 0.707056 0.162893 1.40068 0.417532 1.77149 1.78918 2.25388 1.61388 1.12763 1.93973
176 5.265 0.994723 42.8454 0.749638 3.43074 0.917183 0.383389 0.857466 0.483446 0.841531 0.765999 0.821726 0.165876 1.43804 0.428117 1.96231 1.80361 2.70187 1.63375 1.11902 1.94795
177 5.295 0.969851 43.5223 0.739012 3.48799 0.949506 0.390458 0.821772 0.491467 0.830625 0.779245 0.751697 0.168636 1.36031 0.438247 1.7316 1.81649 2.28754 1.65079 2.02847 1.96301
178 5.325 0.951667 44.1941 0.72132 3.54451 0.926527 0.397434 0.811879 0.499481 0.846259 0.792894 0.692792 0.171209 1.62114 0.450455 1.70979 1.82938 1.884 1.66498 0.911027 1.96986
179 5.355 0.93996 44.8651 0.718301 3.60142 0.95793 0.404728 0.773454 0.507199 0.821953 0.806299 0.706321 0.173861 1.47671 0.461688 1.28625 1.83918 2.06786 1.68076 1.08037 1.97808
180 5.385 0.913881 45.5248 0.696795 3.65725 0.998472 0.412417 0.783314 0.515105 0.875615 0.820741 0.751355 0.176715 1.45046 0.472857 1.60815 1.85155 1.96661 1.6959 2.13837 1.99452
181 5.415 0.897789 46.1801 0.686315 3.71285 0.970916 0.419977 0.782468 0.52309 0.843851 0.834816 0.698301 0.179396 1.15107 0.481818 1.58849 1.86392 2.75453 1.71735 1.58191 2.00685
182 5.445 0.884288 46.8327 0.688917 3.76928 1.0078 0.427912 0.793986 0.531284 0.838894 0.848962 0.619997 0.181803 1.31187 0.492143 1.43999 1.87526 1.84517 1.73186 1.56401 2.01918
183 5.475 0.864008 47.4774 0.68919 3.82635 1.02406 0.436062 0.73696 0.538974 0.863573 0.863686 0.670291 0.184434 1.4849 0.503961 1.87823 1.89021 2.29849 1.75016 1.0301 2.0274
184 5.505 0.849542 48.1183 0.683188 3.88356 1.0004 0.444112 0.791872 0.547326 0.880201 0.878856 0.626791 0.18692 1.43619 0.515519 2.05243 1.9067 2.07835 1.76688 1.8742 2.04247
185 5.535 0.834883 48.755 0.681992 3.94129 1.03298 0.452515 0.826577 0.55614 0.836408 0.893428 0.685832 0.189673 1.62826 0.528766 1.52192 1.91907 1.89923 1.78233 0.674192 2.04795
186 5.565 0.83098 49.3956 0.676638 3.99919 1.07081 0.461322 0.783471 0.564586 0.880874 0.908943 0.653808 0.192325 1.46864 0.540844 1.4437 1.93093 2.14821 1.8 0.999827 2.05616
187 5.595 0.815312 50.0309 0.667324 4.0569 1.06476 0.470172 0.801836 0.573321 0.913621 0.925209 0.687369 0.195143 1.44407 0.552857 1.92137 1.94691 2.20319 1.8183 1.65232 2.06986
188 5.625 0.809699 50.6686 0.670694 4.11552 1.09614 0.479382 0.833954 0.582502 0.868197 0.940833 0.655658 0.19786 1.34475 0.564156 1.84127 1.96237 2.51737 1.83943 1.30739 2.08082
189 5.655 0.810247 51.3136 0.675271 4.17518 1.07427 0.488505 0.830056 0.591741 0.889235 0.957005 0.664181 0.200641 1.41427 0.576169 1.82039 1.97784 1.77994 1.85457 1.77238 2.09589
190 5.685 0.795473 51.9535 0.669892 4.235 1.04866 0.497506 0.807766 0.600829 0.934744 0.974186 0.708287 0.203639 1.40003 0.588182 2.10092 1.99588 1.61955 1.86845 1.28042 2.10685
191 5.715 0.794636 52.5996 0.671684 4.2956 1.08362 0.506904 0.832248 0.610291 0.881792 0.990566 0.687526 0.20658 1.39314 0.60026 2.31883 2.01598 2.21731 1.8877 1.42431 2.11918
192 5.745 0.796749 53.2542 0.672579 4.35694 1.13232 0.516828 0.824903 0.619768 0.91589 1.00776 0.675279 0.209498 1.49655 0.613377 1.52783 2.02938 2.26606 1.90757 0.782581 2.12603
193 5.775 0.802066 53.92 0.683525 4.41993 1.05965 0.526211 0.808564 0.629151 0.961663 1.026 0.645056 0.212316 1.51041 0.626753 1.22169 2.04021 1.74553 1.92303 1.54687 2.13973
194 5.805 0.816568 54.6049 0.687752 4.48396 1.06634 0.535752 0.819507 0.638765 0.951046 1.04423 0.66636 0.215257 1.73525 0.642273 1.55582 2.05412 1.55279 1.93691 1.5338 2.15342
195 5.835 0.818907 55.2989 0.68 4.54792 1.10115 0.545705 0.847808 0.648811 0.957246 1.06276 0.638006 0.218103 1.64479 0.657143 1.99605 2.07216 2.30228 1.95773 1.21386 2.16438
196 5.865 0.828466 56.0083 0.691779 4.61367 1.09665 0.555722 0.844048 0.658915 0.878484 1.07995 0.662124 0.221087 1.48588 0.670714 1.58046 2.0866 1.58835 1.97224 1.35071 2.17671
197 5.895 0.832319 56.7284 0.721194 4.68291 1.06379 0.565538 0.84481 0.669134 0.827667 1.09631 0.722399 0.224373 1.3723 0.683377 1.39429 2.09948 1.60684 1.98707 1.63634 2.19178
198 5.925 0.85037 57.4714 0.755623 4.7562 0.989631 0.574762 0.905399 0.680196 0.80675 1.11242 0.805631 0.228077 1.48327 0.697208 0.774786 2.1067 1.69344 2.00284 2.35475 2.2137
199 5.955 0.8654 58.2354 0.793949 4.834 1.00017 0.584181 0.896106 0.691258 0.844327 1.12945 0.884114 0.232185 1.50947 0.711429 1.64216 2.12216 1.67561 2.01861 1.89147 2.23151
200 5.985 0.88147 59.0214 0.815891 4.91475 0.95778 0.593291 0.926484 0.702811 0.797005 1.14568 0.912306 0.236466 1.31809 0.723961 1.35424 2.13505 1.72659 2.03502 2.01301 2.25068
420000 200
1 0.015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.045 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 0.075 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 0.105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 0.135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 0.165 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7 0.195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 0.225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 0.255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 0.285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11 0.315 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12 0.345 0 0 0 0 0 0 0 0 0 0 0.459819 7.20669e-06 0 0 0 0 0 0 0 0
13 0.375 0 0 0 0 0 0 0 0 0 0 2.34196 5.04468e-05 0 0 0 0 0 0 0 0
14 0.405 0 0 0 0 0 0 0 0 0 0 3 0.000115307 0 0 0 0 0 0 0 0
15 0.435 0 0 0 0 0 0 0 0 0 0 3.47026 0.000201787 0 0 0 0 0 0 0 0
16 0.465 0 0 0 0 0 0 0 0 0 0 3.54882 0.000302681 0 0 0 0 0 0 23.8741 0.00136986
17 0.495 0 0 0 0 0 0 0 0 0 0 2.45885 0.000381954 0 0 0 0 0 0 104.789 0.00821918
18 0.525 0 0 0 0 0 0 0 0 0 0 0.995644 0.000417988 0 0 0 0 0 0 93.3277 0.0150685
19 0.555 0 0 0 0 0 0 0 0 0 0 1.42246 0.000475641 0 0 0 0 0 0 116.748 0.0246575
20 0.585 0 0 0 0 0 0 0 0 0.0366982 7.20669e-06 0.800763 0.000511675 0 0 0 0 0 0 120.273 0.0356164
21 0.615 0 0 0 0 0 0 0 0 0 7.20669e-06 1.01306 0.000562122 0 0 0 0 0 0 108.603 0.0465753
22 0.645 0 0 0 0 0 0 0.0494725 7.20669e-06 0.0910626 2.88268e-05 0.395437 0.000583742 0 0 0 0 0 0 172.652 0.0657534
23 0.675 0 0 0 0 0 0 0 7.20669e-06 0.0276455 3.60334e-05 0.120416 0.000590948 0 0 0 0 2.59469 0.000315457 101.443 0.0780822
24 0.705 0 0 0 0 0 0 0 7.20669e-06 0 3.60334e-05 0.220967 0.000605362 0 0 0 0 2.38333 0.000630915 82.6814 0.0890411
25 0.735 0 0 0 0 0 0 0 7.20669e-06 0.0466637 5.04468e-05 0.203667 0.000619775 0 0 0 0 4.38497 0.00126183 19.0173 0.0917808
26 0.765 0 0 0 0 0 0 0 7.20669e-06 0 5.04468e-05 0.0931987 0.000626982 0 0 0 0 4.03885 0.00189274 96.5391 0.106849
27 0.795 0 0 0 0 0 0 0 7.20669e-06 0 5.04468e-05 0.259853 0.000648602 0 0 0 0 13.1173 0.00410095 65.0841 0.117808
28 0.825 0 0 0 0 0 0 0 7.20669e-06 0.0370927 6.48602e-05 0.0803683 0.000655809 0 0 0 0 8.67809 0.00567823 30.1853 0.123288
29 0.855 0 0 0 0 0 0 0 7.20669e-06 0 6.48602e-05 0.150112 0.000670222 0 0 0 0 12.94 0.00820189 49.1619 0.132877
30 0.885 0 0 0 0 0 0 0.0789403 2.88268e-05 0.0322759 7.92736e-05 0 0.000670222 0 0 0 0 15.1098 0.0113565 59.0235 0.145205
31 0.915 0.0006883 1.44134e-05 0 0 0.0643688 1.44134e-05 0.0245856 3.60334e-05 0 7.92736e-05 0 0.000670222 0 0 0 0 2.82957 0.0119874 18.4161 0.149315
32 0.945 0 1.44134e-05 0 0 0.0304188 2.16201e-05 0.0461287 5.04468e-05 0 7.92736e-05 0.122333 0.000684635 0 0 0 0 13.2613 0.015142 11.5034 0.152055
33 0.975 0 1.44134e-05 0.00546611 1.44134e-05 0.0569316 3.60334e-05 0.0216759 5.76535e-05 0 7.92736e-05 0.0576045 0.000691842 0 0 0 0 7.46266 0.0170347 27.0187 0.158904
34 1.005 0 1.44134e-05 0.0128549 5.04468e-05 0.0535082 5.04468e-05 0.0204418 6.48602e-05 0 7.92736e-05 0.217007 0.000720669 0 0 0 0 5.86639 0.018612 5.11233 0.160274
35 1.035 0.000535793 2.88268e-05 0.00969208 7.92736e-05 0.0503799 6.48602e-05 0.0192375 7.20669e-05 0.0117258 8.64803e-05 0 0.000720669 0 0 0 0 4.42113 0.0198738 23.978 0.167123
36 1.065 0 2.88268e-05 0.0114728 0.000115307 0 6.48602e-05 0.0182035 7.92736e-05 0.0111585 9.36869e-05 0.0483765 0.000727875 0 0 0 0 3.12909 0.0208202 18.1329 0.172603
37 1.095 0.000478688 4.32401e-05 0.00864439 0.000144134 0.135396 0.0001081 0.0172841 8.64803e-05 0 9.36869e-05 0.0457123 0.000735082 0 0 0 0 2.95444 0.0217666 38.5592 0.184932
38 1.125 0.00136449 8.64803e-05 0.0246285 0.000230614 0.04268 0.000122514 0 8.64803e-05 0.0100001 0.000100894 0.0867882 0.000749496 0 0 0 0 1.8726 0.0223975 24.3007 0.193151
39 1.155 0.000863439 0.000115307 0.0253335 0.000324301 0.0404784 0.000136927 0.0154338 9.36869e-05 0.00950726 0.0001081 0.041016 0.000756702 0 0 0 0 3.54327 0.0236593 19.2474 0.2
40 1.185 0 0.000115307 0.0277478 0.000432401 0.0577758 0.000158547 0.0146757 0.000100894 0.00898859 0.000115307 0 0.000756702 0 0 0 0 5.05306 0.0255521 36.5867 0.213699
41 1.215 0.000781031 0.000144134 0.0175758 0.000504468 0.0915054 0.000194581 0.0140387 0.0001081 0.0256696 0.000136927 0 0.000756702 0 0 0 0 5.61564 0.0277603 0 0.213699
42 1.245 0.000370296 0.000158547 0.0418588 0.000684635 0.0523918 0.000216201 0.0133424 0.000115307 0.0407261 0.000172961 0 0.000756702 0 0 0 0 1.52558 0.0283912 26.4959 0.224658
43 1.275 0.00106443 0.000201787 0.0319293 0.000828769 0 0.000216201 0 0.000115307 0.0541885 0.000223407 0 0.000756702 0.150257 6.49351e-05 1.18846 0.000515464 2.91084 0.029653 25.2931 0.235616
44 1.305 0.00135145 0.000259441 0.039651 0.00101614 0.0317045 0.000230614 0.0121437 0.000122514 0.0518628 0.000273854 0.0320294 0.000763909 0 6.49351e-05 0 0.000515464 4.86829 0.0318612 18.1284 0.243836
45 1.335 0.00258778 0.000374748 0.0436906 0.00123234 0 0.000230614 0 0.000122514 0.0850018 0.000360334 0 0.000763909 0 6.49351e-05 4.34242 0.00257732 5.30621 0.0343849 23.0626 0.254795
46 1.365 0.00247523 0.000490055 0.0417806 0.00144854 0 0.000230614 0 0.000122514 0.0541298 0.000417988 0.0589507 0.000778322 0 6.49351e-05 2.074 0.00360825 3.81015 0.0362776 5.52703 0.257534
47 1.395 0.000591664 0.000518882 0.0573798 0.00175843 0.0278107 0.000245027 0.0212174 0.000136927 0.103796 0.000533295 0 0.000778322 0 6.49351e-05 4.97152 0.00618557 4.2513 0.0384858 13.2063 0.264384
48 1.425 0.00283548 0.000663015 0.0613823 0.00210435 0.0265635 0.000259441 0.0101488 0.000144134 0.10563 0.000655809 0.107999 0.000807149 0 6.49351e-05 0.954881 0.00670103 6.9923 0.0422713 17.7515 0.273973
49 1.455 0.00299646 0.000821562 0.065012 0.00248631 0.0766163 0.000302681 0.0097337 0.00015134 0.154961 0.000843182 0.0518101 0.000821562 0.115623 0.00012987 3.64654 0.00876289 8.3879 0.0470032 7.27798 0.278082
50 1.485 0.00444086 0.00106659 0.0565272 0.00283223 0.0122488 0.000309888 0.0280755 0.000172961 0.148782 0.00103056 0.0248331 0.000828769 0.109932 0.000194805 4.38143 0.0113402 7.51498 0.0514196 20.9564 0.290411
51 1.515 0.00301813 0.00123955 0.0554421 0.00318536 0.0587752 0.000345921 0.00897801 0.000180167 0.19791 0.00129 0.0954141 0.000857596 0 0.000194805 4.21339 0.0139175 5.14925 0.0545741 20.124 0.30274
52 1.545 0.00651749 0.00162871 0.0565621 0.0035601 0.0226543 0.000360334 0.00868222 0.000187374 0.227408 0.00159988 0.0459293 0.000872009 0 0.000194805 5.66881 0.0175258 3.96562 0.0570978 12.9464 0.310959
53 1.575 0.00604231 0.00200346 0.0638768 0.00399971 0.043541 0.000389161 0.0499876 0.000230614 0.162677 0.0018305 0.0883899 0.000900836 0.0980101 0.00025974 10.1371 0.0242268 6.20571 0.0611987 8.29289 0.316438
54 1.605 0.00425589 0.00227731 0.0605088 0.00443211 0.136572 0.000482848 0.0240344 0.000252234 0.230326 0.00216921 0.0425616 0.000915249 0.189233 0.00038961 6.00984 0.0283505 5.04987 0.0646688 13.9773 0.326027
55 1.635 0.00711619 0.00275295 0.0758087 0.00499423 0.19196 0.000619775 0.0694762 0.000317094 0.231432 0.00252234 0.0410641 0.000929663 0.0913752 0.000454545 10.8522 0.0360825 2.65424 0.0665615 5.77797 0.330137
56 1.665 0.00727711 0.00325742 0.0627909 0.00547708 0.341403 0.000872009 0.0445466 0.000360334 0.214002 0.00286106 0.0592818 0.000951283 0.175515 0.000584416 20.2245 0.0510309 4.69241 0.0700315 12.9676 0.339726
57 1.695 0.00702463 0.00376189 0.0750362 0.00607524 0.564418 0.00130441 0.0214774 0.000381954 0.263511 0.00329346 0.0954682 0.000987316 0 0.000584416 17.4852 0.064433 2.47349 0.0719243 7.163 0.345205
58 1.725 0.00716855 0.00429519 0.07244 0.00667339 0.881111 0.00200346 0.0692945 0.000454021 0.241864 0.00370424 0.0550476 0.00100894 0.327234 0.000844156 24.6966 0.0840206 3.97485 0.0750789 13.825 0.356164
59 1.755 0.00786309 0.00490055 0.0868439 0.00741568 1.1844 0.00297636 0.0737108 0.000533295 0.233582 0.00411502 0.124561 0.00105938 0.395915 0.00116883 32.6571 0.110825 5.76656 0.0798107 8.32971 0.363014
60 1.785 0.00760276 0.00550591 0.0953997 0.00825886 1.69728 0.0044177 0.0840477 0.000626982 0.277219 0.00461949 0.051564 0.001081 0.228867 0.00136364 40.665 0.145361 1.11629 0.0807571 9.67589 0.371233
61 1.815 0.00962602 0.00629865 0.122229 0.0093759 2.01025 0.00618334 0.0939261 0.000735082 0.187674 0.00497261 0.0998537 0.00112424 0.517954 0.00181818 52.2373 0.191237 4.30956 0.0845426 12.4731 0.382192
62 1.845 0.0113445 0.00726434 0.125157 0.0105578 2.21533 0.008194 0.145524 0.000908043 0.259453 0.00547708 0.0642831 0.00115307 0.930156 0.00266234 45.4477 0.232474 2.78476 0.0870662 13.5991 0.394521
63 1.875 0.015751 0.00864803 0.175825 0.012273 2.22977 0.0102839 0.152551 0.00109542 0.211829 0.00590228 0.0623191 0.0011819 0.969543 0.00357143 54.4425 0.283505 3.36834 0.0902208 19.0121 0.412329
64 1.905 0.0176377 0.0102479 0.24337 0.0147233 2.41315 0.0126189 0.204392 0.00135486 0.267772 0.00645719 0.135802 0.00124676 0.469786 0.00402597 48.4755 0.330412 1.62802 0.0917981 24.0872 0.435616
65 1.935 0.0309579 0.013145 0.254577 0.0173681 2.46178 0.0150764 0.220167 0.00164312 0.279837 0.00705535 0.117118 0.00130441 0.910883 0.00493506 41.8482 0.372165 3.16264 0.0949527 20.5859 0.456164
66 1.965 0.0443534 0.0174258 0.335003 0.020957 2.44314 0.0175915 0.261848 0.00199625 0.287574 0.00768954 0.0708555 0.00134044 0.883004 0.00584416 30.0354 0.403093 4.28857 0.0993691 11.9666 0.468493
67 1.995 0.0598402 0.0233785 0.396742 0.0253387 1.94864 0.0196598 0.228005 0.00231335 0.348793 0.00848227 0.0825007 0.00138368 0.611758 0.00649351 34.9766 0.440206 5.35108 0.105047 19.3877 0.489041
68 2.025 0.0995472 0.0335832 0.484608 0.0308518 2.11633 0.0219732 0.35704 0.00282502 0.458538 0.00955607 0.0266048 0.0013981 0.535701 0.00707792 21.678 0.463918 2.02281 0.107256 16.2848 0.506849
69 2.055 0.143925 0.0487749 0.579497 0.0376405 1.79812 0.0239983 0.351325 0.0033439 0.540731 0.0108605 0.0648003 0.00143413 0.807635 0.00798701 23.3533 0.490206 3.92067 0.111672 18.2431 0.527397
70 2.085 0.213693 0.0719948 0.669812 0.0457192 1.67851 0.0259441 0.455453 0.00403575 0.690841 0.0125757 0.0756683 0.00147737 0.784812 0.0088961 19.11 0.512371 4.35531 0.116719 17.7308 0.547945
71 2.115 0.333395 0.109268 0.77352 0.0553185 1.69155 0.0279619 0.484032 0.00479245 1.03513 0.0152205 0.110266 0.00154223 0.271999 0.00922078 11.6734 0.526289 2.90953 0.120189 13.7894 0.564384
72 2.145 0.464199 0.162655 0.945598 0.0673897 1.35141 0.0296195 0.703443 0.0059239 1.0065 0.0178654 0.0952765 0.00159988 0.370265 0.00967532 12.1938 0.541237 3.59625 0.124606 16.7308 0.584932
73 2.175 0.641172 0.238469 1.05866 0.0812842 1.2284 0.0311689 0.937186 0.00747334 1.09636 0.0208273 0.139267 0.00168636 0.514842 0.0103247 16.3535 0.561856 2.75316 0.128076 17.384 0.606849
74 2.205 0.859328 0.342894 1.19257 0.0973696 1.10661 0.0326031 0.826896 0.00887864 1.29265 0.0244163 0.202893 0.00181609 0.15012 0.0105195 7.54887 0.571649 4.38215 0.133754 13.7493 0.624658
75 2.235 1.10671 0.481075 1.31 0.115523 0.968429 0.0338931 1.02386 0.0106659 1.22764 0.0279187 0.142703 0.00190977 0.341319 0.010974 5.42015 0.578866 3.31704 0.13817 21.6112 0.653425
76 2.265 1.37008 0.656774 1.48575 0.136668 0.805984 0.0349957 1.13735 0.0127054 1.46859 0.0322211 0.138952 0.00200346 0.284361 0.0113636 8.66808 0.590722 4.15022 0.143849 10.006 0.667123
77 2.295 1.64622 0.873508 1.54021 0.159174 0.836675 0.0361704 1.19791 0.0149106 1.40625 0.0364514 0.281145 0.00219804 0.138758 0.0115584 3.30686 0.595361 3.59725 0.148896 11.7077 0.683562
78 2.325 1.88689 1.12847 1.61609 0.18341 0.735328 0.0372297 1.54151 0.0178221 1.31402 0.0405088 0.415373 0.00249351 0.27013 0.0119481 3.22072 0.6 3.28492 0.153628 12.3433 0.70137
79 2.355 2.13558 1.42452 1.64928 0.208785 0.701843 0.0382675 1.47973 0.0206904 1.38808 0.0449049 0.365405 0.00276016 0.219793 0.0122727 4.87893 0.607216 4.26826 0.159937 13.896 0.721918
80 2.385 2.33825 1.75698 1.62246 0.23439 0.622485 0.0392116 1.5732 0.0238181 1.4309 0.0495532 0.433606 0.00308446 0.171183 0.0125325 4.75921 0.614433 2.28742 0.163407 11.7574 0.739726
81 2.415 2.51924 2.12424 1.66854 0.261387 0.644032 0.0402133 1.50262 0.0268809 1.50809 0.0545762 0.469649 0.0034448 0.125068 0.0127273 5.96629 0.623711 2.84189 0.167823 11.4474 0.757534
82 2.445 2.61644 2.51522 1.54345 0.286985 0.556174 0.0410997 1.66276 0.0303546 1.34891 0.0591813 0.614021 0.00392764 0.20423 0.0130519 5.17393 0.631959 5.14602 0.176025 12.893 0.778082
83 2.475 2.71328 2.93067 1.56046 0.313505 0.617814 0.0421087 1.52162 0.033612 1.40085 0.0640819 0.599589 0.00441049 0.358145 0.0136364 3.46874 0.637629 3.86531 0.182334 13.3991 0.8
84 2.505 2.74919 3.36189 1.54369 0.340379 0.628884 0.0431609 1.56113 0.0370352 1.33729 0.0688743 0.768368 0.00504468 0.193644 0.013961 2.77334 0.642268 3.5858 0.188328 14.7527 0.824658
85 2.535 2.75089 3.80378 1.48844 0.366914 0.546613 0.0440977 1.32826 0.0400187 1.31175 0.0736884 0.690724 0.00562842 0.0756771 0.0140909 3.61075 0.648454 3.68161 0.194637 14.4052 0.849315
86 2.565 2.69781 4.24745 1.44474 0.393283 0.493196 0.0449625 1.37267 0.0431753 1.26771 0.078452 0.832818 0.00634909 0.259267 0.0145455 3.81826 0.655155 5.9342 0.205047 10.1522 0.867123
87 2.595 2.60851 4.68652 1.34474 0.418406 0.45349 0.0457769 1.39922 0.0464687 1.17687 0.0829778 0.69964 0.00696887 0.361661 0.0151948 2.57972 0.659794 4.56505 0.213249 9.15522 0.883562
88 2.625 2.53414 5.123 1.26328 0.442555 0.427583 0.0465624 1.16397 0.0492721 1.15005 0.0875036 0.922495 0.00780484 0.31798 0.0157792 2.80652 0.664948 3.94944 0.220505 6.71246 0.89589
89 2.655 2.38536 5.5433 1.2648 0.467289 0.471546 0.0474488 1.17016 0.0521548 1.1763 0.0922384 0.901794 0.00864082 0.138145 0.016039 3.83283 0.672165 3.18739 0.226498 8.7387 0.912329
90 2.685 2.25892 5.95037 1.15307 0.49035 0.397395 0.0482127 0.992354 0.0546555 1.0871 0.0967138 0.935044 0.00952724 0.101448 0.0162338 2.95066 0.677835 4.26766 0.2347 6.41919 0.924658
91 2.715 2.14018 6.34471 1.05481 0.51192 0.355685 0.0489118 0.917604 0.0570193 1.07698 0.101247 0.951949 0.0104497 0.165324 0.0165584 2.62369 0.68299 4.65444 0.243849 5.57405 0.935616
92 2.745 2.00303 6.72199 0.976481 0.532329 0.494915 0.0499063 0.821112 0.0591813 0.984907 0.105484 0.88739 0.0113289 0.193899 0.0169481 3.84468 0.690722 4.70968 0.253312 5.44979 0.946575
93 2.775 1.84662 7.07744 0.894006 0.551427 0.414211 0.0507567 0.765755 0.0612424 1.00944 0.109924 0.846998 0.0121865 0.221214 0.0174026 2.76118 0.696392 2.92181 0.259306 7.33894 0.961644
94 2.805 1.68925 7.40966 0.781745 0.568492 0.5564 0.0519242 0.741756 0.0632819 0.979969 0.114327 0.856446 0.0130729 0.216647 0.0178571 4.91619 0.706701 3.16051 0.265931 7.83137 0.978082
95 2.835 1.57222 7.72551 0.773174 0.585731 0.605206 0.0532214 0.726208 0.0653214 0.915532 0.118528 0.893057 0.014017 0.332892 0.0185714 3.36523 0.713918 4.12246 0.274763 7.67193 0.994521
96 2.865 1.45686 8.02443 0.738968 0.602558 0.5401 0.0544033 0.660578 0.0672168 0.937792 0.122924 0.907986 0.0149971 0.267195 0.0191558 3.76873 0.722165 3.60358 0.28265 3.75357 1.00274
97 2.895 1.34217 8.30559 0.626442 0.617123 0.538582 0.0556068 0.627354 0.0690545 0.835661 0.126924 1.01389 0.0161142 0.261724 0.0197403 2.99649 0.728866 3.95302 0.291483 5.51352 1.01507
98 2.925 1.22867 8.56835 0.592673 0.631191 0.622311 0.0570265 0.674848 0.0710724 0.845174 0.131054 0.960847 0.0171952 0.284745 0.0203896 4.07201 0.738144 4.14744 0.300946 5.39781 1.0274
