# Time-averaged data for fix rdf1850out
# TimeStep Number-of-rows
# Row c_rdf1850[1] c_rdf1850[2] c_rdf1850[3] c_rdf1850[4] c_rdf1850[5] c_rdf1850[6] c_rdf1850[7] c_rdf1850[8] c_rdf1850[9] c_rdf1850[10] c_rdf1850[11] c_rdf1850[12] c_rdf1850[13] c_rdf1850[14] c_rdf1850[15] c_rdf1850[16] c_rdf1850[17] c_rdf1850[18] c_rdf1850[19] c_rdf1850[20] c_rdf1850[21]
360000 200
100 2.985 1.04897 8.55079 0.747151 0.799813 0.693372 0.0604353 0.721618 0.0887432 0.801419 0.165624 1.10601 0.0263765 0.222325 0.0226623 3.30389 0.758763 3.64312 0.231861 8.20697 1.00959
101 3.015 0.985846 8.7713 0.72719 0.817865 0.622036 0.0619199 0.684244 0.0908835 0.867452 0.170056 0.943554 0.0274863 0.272398 0.0233117 3.45694 0.76701 2.38006 0.237539 5.16467 1.02192
102 3.045 0.913121 8.97963 0.700626 0.835608 0.657411 0.0635197 0.756533 0.0932978 0.757674 0.174005 0.960895 0.0286394 0.453974 0.0244156 4.02498 0.776804 2.7206 0.244164 5.63133 1.03562
103 3.075 0.87225 9.18257 0.644273 0.852248 0.624167 0.0650692 0.669154 0.0954742 0.759367 0.178041 0.800843 0.0296195 0.445285 0.0255195 3.94212 0.786598 3.04952 0.251735 6.62383 1.05205
104 3.105 0.811026 9.37496 0.604581 0.868168 0.800282 0.0670943 0.801656 0.0981335 0.752789 0.18212 0.727578 0.0305275 0.461776 0.0266883 3.66818 0.795876 4.1112 0.262145 5.41872 1.06575
105 3.135 0.773678 9.56206 0.578269 0.883691 0.857803 0.0693067 0.78661 0.100793 0.736934 0.186192 0.691163 0.0314067 0.327402 0.0275325 4.59663 0.807732 2.8133 0.269401 5.84117 1.08082
106 3.165 0.724118 9.74054 0.557344 0.898941 0.841518 0.0715192 0.675327 0.10312 0.749885 0.190415 0.672536 0.0322788 0.493455 0.0288312 6.86495 0.825773 5.39746 0.283596 3.64881 1.09041
107 3.195 0.697152 9.91565 0.529151 0.913693 0.874529 0.0738613 0.699806 0.105578 0.729679 0.194602 0.720165 0.03323 0.557464 0.0303247 3.65832 0.835567 5.5366 0.298423 4.08749 1.10137
108 3.225 0.65945 10.0844 0.506149 0.92807 0.902981 0.076326 0.648602 0.107899 0.72471 0.19884 0.663557 0.0341237 0.594703 0.0319481 5.48028 0.850515 5.89517 0.314511 5.02072 1.11507
109 3.255 0.621851 10.2465 0.507559 0.942757 0.901875 0.078834 0.751266 0.110637 0.722331 0.203142 0.588622 0.0349308 0.420631 0.0331169 3.89329 0.86134 5.44579 0.329653 5.92078 1.13151
110 3.285 0.605313 10.4073 0.486323 0.957091 0.898167 0.0813779 0.671778 0.113131 0.749526 0.20769 0.706633 0.0359181 0.641637 0.0349351 4.18743 0.873196 7.68738 0.35142 4.83803 1.14521
111 3.315 0.591775 10.5673 0.498277 0.972045 0.872231 0.0838931 0.655777 0.11561 0.75925 0.212381 0.653679 0.0368478 0.675332 0.0368831 3.75619 0.884021 7.32971 0.372555 3.32503 1.15479
112 3.345 0.565651 10.723 0.470524 0.986423 0.952015 0.0866892 0.773367 0.118586 0.743736 0.217058 0.581931 0.037691 0.707882 0.038961 3.15861 0.893299 6.98293 0.39306 3.72851 1.16575
113 3.375 0.563227 10.8809 0.475172 1.0012 0.990507 0.0896512 0.713526 0.121382 0.743025 0.221815 0.640113 0.0386351 0.694674 0.041039 2.92946 0.902062 7.49754 0.415457 5.96042 1.18356
114 3.405 0.567105 11.0427 0.475176 1.01625 0.959091 0.0925699 0.729766 0.124294 0.787281 0.226946 0.60968 0.0395503 0.640336 0.042987 3.05161 0.91134 8.80485 0.442271 4.05547 1.19589
115 3.435 0.547695 11.2017 0.495782 1.03223 1.02174 0.0957336 0.703197 0.127148 0.734404 0.231818 0.594653 0.0404583 0.587363 0.0448052 3.32489 0.921649 9.07097 0.470347 3.9802 1.20822
116 3.465 0.547336 11.3634 0.490913 1.04833 1.01997 0.0989478 0.769301 0.130326 0.733506 0.236769 0.537755 0.0412943 0.865636 0.0475325 4.08717 0.934536 7.90589 0.495268 2.17166 1.21507
117 3.495 0.543603 11.5268 0.505689 1.0652 1.00214 0.102162 0.72542 0.133374 0.758712 0.241979 0.51062 0.0421015 0.769252 0.05 3.54174 0.945876 5.70782 0.513565 1.70775 1.22055
118 3.525 0.560435 11.6981 0.51391 1.08264 1.00794 0.105448 0.807318 0.136826 0.789026 0.247492 0.484025 0.0428798 0.73678 0.0524026 2.68753 0.954639 7.83432 0.539117 1.68344 1.22603
119 3.555 0.561123 11.8726 0.528042 1.10086 0.994911 0.108749 0.861889 0.140574 0.801302 0.253185 0.625505 0.0439031 0.64562 0.0545455 3.1087 0.964948 6.47318 0.560568 5.37154 1.24384
120 3.585 0.575619 12.0546 0.538086 1.11975 1.11081 0.112496 0.818096 0.144191 0.828923 0.259174 0.662796 0.0450058 1.05837 0.0581169 3.9696 0.978351 6.26316 0.581703 3.65038 1.25616
121 3.615 0.578366 12.2406 0.525016 1.13849 0.996144 0.115912 0.830165 0.147924 0.834503 0.265307 0.55799 0.0459498 1.0034 0.0615584 3.00441 0.98866 7.26486 0.606625 4.39571 1.27123
122 3.645 0.589466 12.4333 0.566983 1.15907 1.07284 0.119653 0.848346 0.151802 0.827845 0.27149 0.758269 0.0472543 1.1361 0.0655195 2.80882 0.998454 8.23545 0.635331 4.71281 1.28767
123 3.675 0.617019 12.6383 0.574226 1.18025 1.02255 0.123278 0.85309 0.155765 0.867528 0.278077 0.651195 0.0483929 1.09889 0.0694156 3.05436 1.00928 7.21186 0.660883 1.93437 1.29452
124 3.705 0.629107 12.8508 0.61201 1.20319 1.09209 0.127212 0.840879 0.159736 0.817845 0.28439 0.67717 0.0495964 0.738946 0.0720779 4.00356 1.02371 6.04172 0.68265 1.52291 1.3
125 3.735 0.656483 13.0762 0.613861 1.22658 0.974142 0.13078 0.914298 0.164125 0.894053 0.291402 0.678077 0.0508216 1.06374 0.075974 4.22244 1.03918 4.99665 0.700946 0.750636 1.30274
126 3.765 0.675972 13.3119 0.636885 1.25123 1.04227 0.134657 0.929277 0.168658 0.81135 0.297867 0.702802 0.0521116 0.995094 0.0796753 3.04933 1.05052 6.27389 0.72429 3.31294 1.31507
127 3.795 0.692257 13.5573 0.64644 1.27666 1.01787 0.138505 0.925038 0.173242 0.841924 0.304684 0.699105 0.053416 1.06519 0.0837013 2.04651 1.05825 5.92632 0.746688 3.98968 1.33014
128 3.825 0.724558 13.8181 0.667158 1.30332 1.04153 0.142505 0.897631 0.17776 0.870173 0.311841 0.734569 0.0548069 1.04809 0.0877273 2.55119 1.06804 5.58461 0.768139 1.78031 1.33699
129 3.855 0.748063 14.0917 0.694765 1.33151 1.01046 0.146447 0.9543 0.182639 0.884987 0.319235 0.730192 0.0562122 1.04874 0.0918182 3.69803 1.08247 5.09702 0.788013 2.10783 1.34521
130 3.885 0.783566 14.3827 0.718911 1.36115 1.06976 0.150685 0.915991 0.187396 0.853499 0.326477 0.755975 0.0576895 1.36129 0.0972078 1.95307 1.09021 4.93571 0.807571 2.06922 1.35342
131 3.915 0.816991 14.6908 0.725817 1.39153 0.999634 0.154706 0.925156 0.192274 0.884778 0.334102 0.740819 0.0591597 0.840319 0.100584 3.97353 1.10619 4.62419 0.826183 1.36666 1.3589
132 3.945 0.846817 15.0151 0.763966 1.42401 0.96301 0.158641 0.979799 0.197521 0.864062 0.341662 0.81233 0.0607956 1.08141 0.105 2.01795 1.11443 5.09893 0.847003 2.34611 1.36849
133 3.975 0.863768 15.3509 0.763831 1.45697 0.976681 0.162691 0.967757 0.202782 0.904454 0.349697 0.8527 0.0625396 1.11166 0.10961 2.73281 1.12577 5.09464 0.868139 2.64199 1.37945
134 4.005 0.901604 15.7068 0.802008 1.4921 1.05979 0.167152 0.963751 0.2081 0.887028 0.357697 0.818758 0.0642404 1.09492 0.114221 3.7946 1.14175 5.09555 0.88959 1.62513 1.3863
135 4.035 0.941303 16.0839 0.818355 1.52849 1.0387 0.171591 0.99067 0.213649 0.914294 0.366064 0.91939 0.066179 1.15498 0.119156 3.13428 1.15515 3.83963 0.905994 2.24729 1.39589
136 4.065 0.968173 16.4775 0.830519 1.56597 1.07148 0.17624 1.0064 0.219372 0.916884 0.374582 0.818815 0.0679302 1.04762 0.123701 1.6647 1.16237 3.78018 0.922397 1.26188 1.40137
137 4.095 0.98439 16.8837 0.85585 1.60517 1.01339 0.1807 1.0392 0.225368 0.925755 0.383309 1.01225 0.0701283 1.01733 0.128182 2.9232 1.17526 3.79621 0.939117 0.934963 1.40548
138 4.125 1.03131 17.3155 0.885998 1.64634 1.06352 0.18545 1.03895 0.23145 0.907848 0.391993 0.964946 0.0722543 1.14888 0.133312 2.77291 1.18763 5.0864 0.96183 2.45872 1.41644
139 4.155 1.06033 17.7659 0.882227 1.68794 1.01178 0.190033 1.03999 0.237626 0.966071 0.401369 0.935463 0.0743442 1.01741 0.137922 2.16262 1.19742 5.22152 0.985489 1.5135 1.42329
140 4.185 1.09331 18.2371 0.901157 1.73104 1.02228 0.194732 0.959288 0.243406 0.920857 0.410435 1.03303 0.0766864 1.21478 0.143506 3.13992 1.21186 2.94942 0.999054 0.893245 1.4274
141 4.215 1.11775 18.7257 0.943797 1.77683 1.09878 0.199856 0.977477 0.24938 0.945896 0.419883 0.883919 0.0787187 1.03025 0.148312 3.20703 1.2268 3.18021 1.01388 1.17481 1.43288
142 4.245 1.13647 19.2296 0.943978 1.82329 1.01172 0.204641 1.04858 0.255881 1.0123 0.430138 1.0286 0.0811185 1.19458 0.153961 2.72376 1.23969 2.73562 1.02681 3.47819 1.44932
143 4.275 1.16351 19.7529 0.946438 1.87053 0.962926 0.209261 1.01082 0.262237 1.00511 0.440466 0.935162 0.0833309 1.00096 0.158766 1.39714 1.24639 4.07558 1.04637 1.14254 1.45479
144 4.305 1.17661 20.2894 0.956494 1.91895 0.983764 0.214046 1.01381 0.268701 0.980161 0.450677 0.98191 0.0856875 1.20087 0.16461 2.65106 1.25928 2.46429 1.05836 1.40616 1.46164
145 4.335 1.2106 20.8492 0.989763 1.96975 1.01972 0.219076 1.09021 0.275749 1.01433 0.461394 1.09333 0.0883468 0.935138 0.169221 2.7169 1.27268 3.58289 1.07603 1.66736 1.46986
146 4.365 1.21805 21.4203 0.989414 2.02123 0.974136 0.223948 0.997191 0.282286 0.980932 0.471901 0.876483 0.0905088 1.0127 0.174286 2.99013 1.28763 2.52356 1.08864 1.09292 1.47534
147 4.395 1.22968 22.0047 0.994346 2.07369 0.94242 0.228726 1.066 0.28937 0.976802 0.482509 1.06922 0.0931825 0.947772 0.179091 2.34114 1.29948 3.79383 1.10789 2.43303 1.48767
148 4.425 1.24782 22.6059 1.02234 2.12836 0.931304 0.233511 1.02049 0.296245 1.0404 0.493961 1.00341 0.0957264 1.17505 0.18513 1.40622 1.3067 2.57819 1.12114 3.19771 1.50411
149 4.455 1.26099 23.2217 1.01124 2.18317 0.979783 0.238613 0.995378 0.303041 0.99724 0.505088 0.99556 0.0982848 1.12138 0.190974 2.37609 1.31907 3.38678 1.1388 1.57667 1.51233
150 4.485 1.27026 23.8505 1.0432 2.24049 0.933731 0.243543 1.07044 0.31045 1.00876 0.516496 0.940846 0.100735 1.13144 0.196948 2.34069 1.33144 2.98726 1.15457 0.777655 1.51644
151 4.515 1.26599 24.4855 0.998209 2.29607 0.933157 0.248537 0.987447 0.317375 1.00427 0.528005 0.994183 0.103358 1.03082 0.202468 2.50581 1.34485 2.12184 1.16593 2.04781 1.5274
152 4.545 1.27306 25.1325 1.01652 2.35342 0.861496 0.253207 1.10513 0.325231 1.01522 0.539795 0.927227 0.105837 1.13828 0.208636 3.32889 1.36289 2.55848 1.17981 1.26259 1.53425
153 4.575 1.27402 25.7887 1.0469 2.41326 0.92482 0.258288 1.05283 0.332812 1.02892 0.551903 1.03189 0.108634 0.922203 0.213701 2.25254 1.37526 2.18178 1.1918 1.99984 1.54521
154 4.605 1.2732 26.4531 1.02138 2.47241 0.903849 0.263318 1.0064 0.340156 1.04397 0.564349 0.965716 0.111286 1.01422 0.219351 1.48115 1.38351 1.9268 1.20252 1.47339 1.55342
155 4.635 1.26705 27.1228 1.02731 2.53269 0.878049 0.268269 1.04324 0.347867 1.00829 0.576528 1.03935 0.114176 0.875018 0.224286 2.1934 1.39588 2.06927 1.2142 2.91571 1.56986
156 4.665 1.26678 27.8012 1.03177 2.59401 0.864274 0.273206 0.999168 0.355347 1.02089 0.589017 1.0617 0.117166 0.932161 0.22961 1.98521 1.40722 2.54079 1.22871 1.67738 1.57945
157 4.695 1.26069 28.485 1.01958 2.65539 0.865508 0.278214 1.01307 0.36303 1.00663 0.601492 1.03283 0.120114 0.998602 0.23539 2.13918 1.41959 2.12668 1.24101 1.65724 1.58904
158 4.725 1.26419 29.1794 1.00526 2.71668 0.889021 0.283425 1.04233 0.371036 0.974999 0.613729 1.05488 0.123162 1.27367 0.242857 0.879223 1.42474 2.90858 1.25804 0.234519 1.59041
159 4.755 1.24559 29.8724 1.01641 2.77945 0.817206 0.288275 1.019 0.378964 0.992835 0.626348 1.0808 0.126326 1.13843 0.24961 1.30219 1.43247 2.49798 1.27287 1.6156 1.6
160 4.785 1.25096 30.5772 1.00989 2.8426 0.844373 0.293348 0.969723 0.386603 0.967444 0.638801 1.06243 0.129475 1.12381 0.256364 1.54494 1.44175 2.51944 1.28801 0.683216 1.60411
161 4.815 1.23964 31.2843 1.02153 2.90729 0.846909 0.298501 1.02801 0.394804 0.926116 0.650872 0.994016 0.132459 1.06694 0.262857 2.37196 1.45619 2.07397 1.30063 0.676019 1.60822
162 4.845 1.23379 31.997 0.984438 2.9704 0.886696 0.303964 0.993281 0.402825 0.948435 0.66339 0.950949 0.135349 1.17004 0.270065 1.25378 1.46392 2.40741 1.31546 1.77945 1.61918
163 4.875 1.20614 32.7023 0.997281 3.03513 0.777556 0.308814 0.973085 0.410781 0.97195 0.676376 1.00737 0.138448 0.864268 0.275455 1.9016 1.47577 2.37646 1.33028 0.878194 1.62466
164 4.905 1.1895 33.4065 0.992069 3.10032 0.796554 0.313844 1.01689 0.419199 0.937735 0.68906 1.12436 0.14195 1.07966 0.282273 1.63094 1.48608 2.14955 1.34385 1.30174 1.63288
165 4.935 1.18993 34.1196 0.973569 3.16508 0.812964 0.31904 1.01494 0.427703 0.944891 0.701996 1.09289 0.145395 1.15796 0.289675 1.37211 1.49485 2.5663 1.36025 0.430332 1.63562
166 4.965 1.15438 34.8198 0.979131 3.231 0.83104 0.324416 0.992548 0.43612 0.924136 0.714803 0.894419 0.148249 1.07401 0.296623 2.14932 1.50876 2.09712 1.37382 0.848265 1.6411
167 4.995 1.14588 35.5232 0.971832 3.29722 0.859479 0.330045 0.924257 0.444054 0.949018 0.728113 0.997471 0.15147 1.03114 0.303377 1.25767 1.51701 2.21741 1.38833 2.0933 1.65479
168 5.025 1.13567 36.2288 0.938063 3.36191 0.834035 0.335572 0.963861 0.452429 0.93458 0.741381 0.952375 0.154583 0.99964 0.31 2.41245 1.53299 2.23632 1.40315 1.24096 1.66301
169 5.055 1.1149 36.9298 0.942367 3.42767 0.875942 0.341446 0.952358 0.460803 0.905436 0.754389 1.03477 0.158007 1.26798 0.318506 1.76922 1.54485 2.02289 1.41672 1.01906 1.66986
170 5.085 1.09489 37.6264 0.939884 3.49405 0.871908 0.347362 0.992271 0.469631 0.931253 0.767923 0.970784 0.161257 1.16667 0.326429 1.44281 1.55464 2.4181 1.43312 0.605932 1.67397
171 5.115 1.07742 38.32 0.909255 3.55902 0.90048 0.353546 0.921521 0.477926 0.95544 0.781976 0.865818 0.16419 1.09674 0.333961 1.57473 1.56546 2.29795 1.4489 0.998076 1.68082
172 5.145 1.06575 39.0142 0.907025 3.62459 0.864039 0.359549 0.932211 0.486415 0.928794 0.795799 0.952647 0.167455 1.14031 0.341883 1.8522 1.57835 2.08732 1.46341 1.18164 1.68904
173 5.175 1.04372 39.702 0.894178 3.68999 0.869566 0.36566 0.943391 0.495107 0.888472 0.809174 0.908272 0.170604 1.04313 0.349221 1.83351 1.59124 2.20086 1.47886 1.16841 1.69726
174 5.205 1.02013 40.382 0.867598 3.75419 0.944549 0.372377 0.897613 0.503474 0.894647 0.822802 0.953387 0.173948 1.27847 0.358312 1.5961 1.60258 2.12999 1.49401 1.54348 1.70822
175 5.235 1.0011 41.0571 0.860177 3.81857 0.933842 0.379093 0.873552 0.511711 0.886467 0.836459 0.854979 0.176982 1.11925 0.366364 1.86195 1.61598 2.19365 1.50978 0.951545 1.71507
176 5.265 0.983294 41.7278 0.862332 3.88386 0.920122 0.385788 0.913522 0.520424 0.879644 0.850166 0.913665 0.180261 1.1154 0.374481 1.84244 1.62938 1.95078 1.52397 0.565627 1.71918
177 5.295 0.971275 42.3978 0.8207 3.9467 0.947023 0.392757 0.910799 0.529209 0.902027 0.864385 0.687065 0.182754 1.25335 0.383701 0.909353 1.63608 1.502 1.53502 0.745731 1.72466
178 5.325 0.957054 43.0656 0.81215 4.00959 0.956656 0.399877 0.932303 0.538304 0.876177 0.878351 0.895153 0.186041 1.07333 0.391688 1.52294 1.64742 1.86423 1.5489 0.923246 1.73151
179 5.355 0.940025 43.7289 0.821053 4.0739 1.01105 0.407488 0.90288 0.547211 0.890943 0.892714 0.830819 0.189125 1.08681 0.39987 1.91807 1.66186 2.01142 1.56404 0.912506 1.73836
180 5.385 0.918406 44.3842 0.808954 4.13796 0.976905 0.414925 0.928925 0.556479 0.908162 0.907517 0.83885 0.192274 1.07539 0.408052 1.69278 1.67474 1.98873 1.57918 1.43879 1.74932
181 5.415 0.906277 45.0381 0.790371 4.20126 0.988698 0.422535 0.927885 0.56584 0.895215 0.922276 0.772476 0.195208 1.21501 0.417403 1.54092 1.6866 1.92795 1.59401 0.710315 1.75479
182 5.445 0.897788 45.693 0.794338 4.26558 1.00594 0.430362 0.827332 0.574279 0.90411 0.937345 0.824006 0.198371 1.24355 0.427078 1.39237 1.69742 2.06754 1.61009 0.70511 1.76027
183 5.475 0.88028 46.3423 0.768193 4.32847 0.9946 0.438188 0.870665 0.583259 0.886432 0.952285 0.72799 0.201196 1.27143 0.437078 1.50724 1.70928 1.72482 1.62366 1.22108 1.76986
184 5.505 0.876258 46.9957 0.776286 4.39273 1.07979 0.446779 0.874275 0.592375 0.890372 0.967455 0.817432 0.204403 1.28161 0.447273 1.29733 1.71959 2.14253 1.64069 1.38183 1.78082
185 5.535 0.866552 47.6489 0.767824 4.45697 1.0264 0.45503 0.901219 0.601874 0.906788 0.983071 0.719611 0.207257 1.26757 0.457468 1.60284 1.73247 1.68694 1.65426 0.851232 1.78767
186 5.565 0.850189 48.2968 0.770074 4.5221 1.07019 0.463729 0.879355 0.611242 0.955706 0.999712 0.697422 0.210053 1.19883 0.467208 1.39403 1.74381 1.70715 1.66814 0.844579 1.79452
187 5.595 0.854746 48.9552 0.751881 4.58639 1.09205 0.472701 0.903349 0.620971 0.920081 1.01591 0.746868 0.21308 1.35945 0.478377 1.12777 1.75309 1.8046 1.68297 0.998109 1.80274
188 5.625 0.837505 49.6072 0.757124 4.65182 1.07442 0.481623 0.924143 0.631032 0.943153 1.03268 0.730068 0.216071 1.24346 0.488701 0.994421 1.76134 1.78501 1.69779 0.493063 1.80685
189 5.655 0.846412 50.2732 0.77801 4.71977 1.0688 0.490595 0.93403 0.641309 0.942846 1.04963 0.727794 0.219083 1.2382 0.499091 1.35138 1.77268 0.865109 1.70505 0.654028 1.81233
190 5.685 0.837383 50.9392 0.757182 4.7866 1.10624 0.499978 0.913789 0.65147 0.996696 1.06774 0.682029 0.221937 1.44676 0.511364 1.51951 1.78557 1.67415 1.71924 1.44992 1.82466
191 5.715 0.839332 51.6137 0.767229 4.85504 1.09205 0.50934 0.898369 0.661567 0.987053 1.08587 0.719167 0.224978 1.29526 0.522468 1.44362 1.79794 1.98724 1.73628 0.959161 1.83288
192 5.745 0.84314 52.2984 0.764125 4.92392 1.05659 0.518492 0.946906 0.672319 0.977998 1.10401 0.716756 0.228041 1.1842 0.532727 1.2495 1.80876 1.67495 1.75079 0.632918 1.83836
193 5.775 0.844668 52.9916 0.77622 4.99462 1.10835 0.528193 0.95913 0.683324 0.993534 1.12264 0.747828 0.23127 1.17216 0.542987 1.59106 1.82268 2.2 1.77003 0.628233 1.84384
194 5.805 0.847263 53.6941 0.774286 5.06588 1.0926 0.537857 0.893184 0.69368 0.995901 1.14151 0.652565 0.234116 1.35118 0.554935 1.22491 1.83351 1.67694 1.78486 0.4647 1.84795
195 5.835 0.856427 54.4116 0.784291 5.13882 1.18299 0.548429 0.994164 0.705326 1.00313 1.16071 0.747247 0.23741 1.46062 0.567987 1.03852 1.84278 1.58705 1.79905 1.37888 1.86027
196 5.865 0.858418 55.1381 0.782023 5.21228 1.1009 0.558367 0.944306 0.716503 0.95581 1.17919 0.788056 0.24092 1.32366 0.579935 1.31463 1.85464 1.64155 1.81388 0.910387 1.86849
197 5.895 0.866791 55.8793 0.800921 5.2883 1.00735 0.567555 0.958823 0.727969 0.886489 1.19651 0.829548 0.244653 1.26683 0.591494 1.01696 1.86392 1.31551 1.82587 1.05105 1.87808
198 5.925 0.87213 56.6326 0.835294 5.36838 1.03965 0.577133 0.999437 0.74004 0.879263 1.21387 0.903774 0.24876 1.27536 0.603247 0.67195 1.8701 1.57455 1.84038 1.48392 1.89178
199 5.955 0.885837 57.4056 0.865643 5.45222 1.00427 0.58648 0.994082 0.752169 0.859895 1.23101 0.976354 0.253243 1.06666 0.613182 0.996488 1.87938 2.00037 1.85899 1.46903 1.90548
200 5.985 0.901065 58.1998 0.873872 5.53771 0.96745 0.595575 1.03196 0.764889 0.871466 1.24856 0.997724 0.25787 1.05729 0.623117 1.86461 1.89691 1.54281 1.8735 0.58367 1.91096
380000 200
1 0.015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.045 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 0.075 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 0.105 0 0 0 0 0 0 1.88887 7.20669e-06 0 0 0 0 0 0 0 0 0 0 0 0
5 0.135 0 0 0 0 0 0 0 7.20669e-06 0 0 0 0 0 0 0 0 0 0 0 0
6 0.165 0 0 0 0 0 0 0 7.20669e-06 0 0 0 0 0 0 0 0 0 0 0 0
7 0.195 0 0 0 0 0 0 1.65214 2.88268e-05 0 0 0 0 0 0 0 0 0 0 0 0
8 0.225 0 0 0 0 0 0 0 2.88268e-05 0 0 0 0 0 0 0 0 0 0 0 0
9 0.255 0 0 0 0 0 0 0 2.88268e-05 0.78859 2.88268e-05 0 0 0 0 0 0 0 0 0 0
10 0.285 0 0 0 0 0 0 0 2.88268e-05 0.156566 3.60334e-05 1.37237 1.44134e-05 0 0 0 0 0 0 0 0
11 0.315 0 0 0 0 0 0 0.211508 3.60334e-05 0.129357 4.32401e-05 1.12126 2.88268e-05 0 0 0 0 0 0 0 0
12 0.345 0 0 0 0 0 0 0 3.60334e-05 0.215888 5.76535e-05 2.81167 7.20669e-05 0 0 0 0 0 0 0 0
13 0.375 0 0 0 0 0 0 0.149177 4.32401e-05 0.091334 6.48602e-05 4.74508 0.000158547 0 0 0 0 0 0 0 0
14 0.405 0 0 0 0 0 0 0 4.32401e-05 0.078249 7.20669e-05 5.10001 0.000266647 0 0 0 0 0 0 0 0
15 0.435 0 0 0 0 0 0 0 4.32401e-05 0 7.20669e-05 4.41674 0.000374748 0 0 0 0 0 0 27.6436 0.00136986
16 0.465 0 0 0 0 0 0 0 4.32401e-05 0.0594617 7.92736e-05 3.60471 0.000475641 0 0 0 0 0 0 0 0.00136986
17 0.495 0 0 0 0 0 0 0.171308 5.76535e-05 0.10474 9.36869e-05 2.04697 0.000540502 0 0 0 0 0 0 0 0.00136986
18 0.525 0 0 0 0 0 0 0 5.76535e-05 0.0933158 0.0001081 2.42634 0.000626982 0 0 0 0 0 0 56.9405 0.00547945
19 0.555 0 0 0 0 0 0 0.0682763 6.48602e-05 0.083462 0.000122514 0.724328 0.000655809 0 0 0 0 0 0 84.8369 0.0123288
20 0.585 0 0 0 0 0 0 0.122712 7.92736e-05 0.112261 0.000144134 1.78856 0.000735082 0 0 0 0 7.0263 0.000630915 45.796 0.0164384
21 0.615 0 0 0 0 0 0 0.110572 9.36869e-05 0.0678647 0.000158547 0.883775 0.000778322 0 0 0 0 6.37313 0.00126183 69.028 0.0232877
22 0.645 0 0 0 0 0 0 0 9.36869e-05 0.0307607 0.000165754 1.07093 0.000835976 0 0 0 0 5.78446 0.00189274 112.925 0.0356164
23 0.675 0 0 0 0 0 0 0.0458957 0.000100894 0 0.000165754 0.489849 0.000864803 0 0 0 0 7.9072 0.00283912 137.679 0.0520548
24 0.705 0 0 0 0 0 0 0.126436 0.000122514 0 0.000165754 0.224347 0.000879216 0 0 0 0 7.2776 0.00378549 136.546 0.069863
25 0.735 0 0 0 0 0 0 0.11629 0.000144134 0.0713294 0.000187374 0.103468 0.000886423 0 0 0 0 0 0.00378549 96.6907 0.0835616
26 0.765 0 0 0 0 0 0 0.0355359 0.00015134 0.0656257 0.000208994 0.190535 0.000900836 0 0 0 0 2.05761 0.00410095 124.883 0.10274
27 0.795 0 0 0 0 0 0 0.033226 0.000158547 0.0402747 0.000223407 0.0874457 0.000908043 0 0 0 0 5.71937 0.00504732 90.7976 0.117808
28 0.825 0 0 0 0 0 0 0.0617289 0.000172961 0 0.000223407 0.245938 0.000929663 0 0 0 0 7.066 0.00630915 107.492 0.136986
29 0.855 0 0 0 0 0 0 0.0574483 0.000187374 0 0.000223407 0.0763284 0.000936869 0 0 0 0 3.29454 0.00694006 128.599 0.161644
30 0.885 0 0 0 0 0.070292 1.44134e-05 0 0.000187374 0 0.000223407 0.142499 0.000951283 0 0 0 0 7.6964 0.00851735 40.0029 0.169863
31 0.915 0 0 0 0 0.0328476 2.16201e-05 0.100057 0.000216201 0 0.000223407 0.0667036 0.000958489 0 0 0 0 5.75204 0.00977918 99.9577 0.191781
32 0.945 0 0 0 0 0.0307727 2.88268e-05 0.117441 0.000252234 0 0.000223407 0 0.000958489 0 0 0 0 8.07594 0.0116719 52.6483 0.20411
33 0.975 0 0 0 0 0.0867929 5.04468e-05 0.0879359 0.000281061 0 0.000223407 0 0.000958489 0 0 0 0 0 0.0116719 38.5254 0.213699
34 1.005 0 0 0 0 0 5.04468e-05 0.0621961 0.000302681 0 0.000223407 0.0547217 0.000965696 0 0 0 0 9.51926 0.0141956 31.0193 0.221918
35 1.035 0 0 0 0 0.102187 7.92736e-05 0.0390454 0.000317094 0.0240338 0.000237821 0.155762 0.000987316 0 0 0 0 3.36777 0.015142 63.3629 0.239726
36 1.065 0 0 0 0 0.145596 0.000122514 0.0555123 0.000338714 0.0112217 0.000245027 0.0492847 0.000994523 0 0 0 0 5.3076 0.0167192 46.0794 0.253425
37 1.095 0 0 0.0021851 7.20669e-06 0.0229366 0.00012972 0.10477 0.000381954 0 0.000245027 0.139586 0.00101614 0 0 0 0 3.01227 0.0176656 21.7942 0.260274
38 1.125 0 0 0.00416993 2.16201e-05 0.0867706 0.000158547 0.0829734 0.000417988 0 0.000245027 0.088196 0.00103056 0 0 0 0 0 0.0176656 33.0126 0.271233
39 1.155 0 0 0.00198321 2.88268e-05 0.164879 0.000216201 0.0157397 0.000425195 0.00962496 0.000252234 0.16705 0.00105938 0 0 0 0 0.894544 0.0179811 15.6405 0.276712
