# Time-averaged data for fix rdffinalout
# TimeStep Number-of-rows
# Row c_rdffinal[1] c_rdffinal[2] c_rdffinal[3] c_rdffinal[4] c_rdffinal[5] c_rdffinal[6] c_rdffinal[7] c_rdffinal[8] c_rdffinal[9] c_rdffinal[10] c_rdffinal[11] c_rdffinal[12] c_rdffinal[13] c_rdffinal[14] c_rdffinal[15] c_rdffinal[16] c_rdffinal[17] c_rdffinal[18] c_rdffinal[19] c_rdffinal[20] c_rdffinal[21]
760000 200
134 4.005 1.14117 16.1244 0.777475 1.21667 0.98209 0.180167 0.975665 0.205297 0.964926 0.36401 0.579707 0.0462958 2.05832 0.149286 3.44581 0.926289 4.55749 0.823028 1.77277 1.57945
135 4.035 1.22927 16.6669 0.801277 1.25592 1.02115 0.184974 0.940198 0.211098 1.00424 0.374135 0.608372 0.0477083 1.73812 0.157468 2.51855 0.938144 2.81468 0.836278 1.74607 1.58767
136 4.065 1.31256 17.2548 0.825009 1.29693 1.01366 0.189817 0.97816 0.217224 1.01765 0.384549 0.633032 0.0492001 1.76687 0.165909 3.56045 0.955155 4.29176 0.856782 1.43348 1.59452
137 4.095 1.41434 17.8977 0.815677 1.33808 1.01076 0.194717 0.970654 0.223393 0.99308 0.394862 0.762423 0.0510233 1.92857 0.17526 2.23249 0.965979 2.99295 0.871293 0.565025 1.59726
138 4.125 1.45959 18.5708 0.826663 1.3804 1.02835 0.199777 1.02365 0.229994 1.03613 0.40578 0.751388 0.0528466 1.70265 0.183636 1.88603 0.975258 3.591 0.888959 0.278391 1.59863
139 4.155 1.52092 19.2826 0.842929 1.42418 1.03955 0.204965 1.00893 0.236596 1.05358 0.417044 0.787398 0.0547852 2.04242 0.193831 2.68486 0.98866 3.22311 0.905047 1.0978 1.60411
140 4.185 1.55943 20.0229 0.811058 1.46691 1.10864 0.210579 0.984738 0.243132 1.03654 0.428286 0.715541 0.0565725 1.57726 0.201818 2.64648 1.00206 3.17725 0.921136 1.35269 1.61096
141 4.215 1.58774 20.7875 0.832187 1.51139 1.14765 0.216474 0.98682 0.249777 1.05001 0.439839 0.713957 0.0583814 1.73194 0.210714 3.71304 1.02113 1.78108 0.930284 2.13357 1.62192
142 4.245 1.59421 21.5662 0.83708 1.55677 1.15221 0.222478 1.02148 0.256753 0.969335 0.450656 0.776803 0.0603776 1.6825 0.219481 2.27541 1.03299 2.66403 0.944164 3.41842 1.63973
143 4.275 1.58903 22.3533 0.807808 1.60119 1.20294 0.228834 1.01344 0.263772 0.950681 0.461415 0.779771 0.0624099 1.92948 0.229675 2.04854 1.04381 1.49263 0.95205 4.14753 1.66164
144 4.305 1.55935 23.1367 0.809124 1.6463 1.12571 0.234866 0.974755 0.270618 0.954445 0.47237 0.760766 0.0644206 1.90263 0.23987 1.82783 1.05361 2.23709 0.964038 4.34604 1.68493
145 4.335 1.53035 23.9162 0.795041 1.69125 1.077 0.240718 1.01389 0.277839 0.934463 0.483244 0.656142 0.066179 1.73293 0.249286 1.80244 1.0634 1.62565 0.972871 5.79895 1.71644
146 4.365 1.49973 24.6907 0.778107 1.73585 1.07405 0.246634 0.992029 0.285003 0.910669 0.49399 0.716111 0.0681248 1.70916 0.258701 2.43294 1.0768 1.94697 0.983596 1.74047 1.72603
147 4.395 1.46253 25.4564 0.796422 1.78213 1.08137 0.252674 0.944075 0.291914 1.02299 0.506227 0.735153 0.0701499 1.60452 0.267662 2.67666 1.09175 1.75108 0.993375 2.45312 1.73973
148 4.425 1.42044 26.2103 0.774402 1.82775 1.0655 0.258706 0.966295 0.299085 0.990148 0.518233 0.769067 0.0722975 1.65165 0.277013 2.09411 1.10361 1.72738 1.00315 1.45153 1.74795
149 4.455 1.37965 26.9525 0.757607 1.87299 1.02482 0.264586 0.93128 0.30609 0.985066 0.53034 0.684916 0.0742361 1.66349 0.286558 2.15609 1.11598 2.4736 1.01735 2.1487 1.76027
150 4.485 1.34423 27.6855 0.747748 1.91824 1.06443 0.270777 0.891459 0.312886 0.98986 0.542671 0.665738 0.0761459 1.56306 0.295649 1.5954 1.12526 2.65797 1.03281 1.17771 1.76712
151 4.515 1.3107 28.4097 0.750892 1.96429 0.941514 0.276326 0.928137 0.320056 0.994453 0.555225 0.699068 0.0781781 1.49836 0.304481 1.3995 1.13351 2.30154 1.04637 0.697086 1.77123
152 4.545 1.27615 29.1242 0.750983 2.01096 0.892904 0.281659 0.942634 0.327436 0.971235 0.567649 0.707011 0.0802609 1.56564 0.313831 1.98502 1.14536 1.53183 1.05552 2.29378 1.78493
153 4.575 1.2566 29.8371 0.758676 2.05873 0.919353 0.287223 0.889423 0.334491 0.984663 0.580412 0.702611 0.082358 1.69535 0.324091 1.53337 1.15464 2.45016 1.07035 0.679061 1.78904
154 4.605 1.23787 30.5487 0.761698 2.10733 0.835733 0.292346 0.894908 0.341683 0.934004 0.592678 0.729195 0.0845633 1.57807 0.333766 2.01791 1.16701 1.69765 1.08076 2.23433 1.80274
155 4.635 1.23435 31.2675 0.773836 2.15734 0.808692 0.29737 0.847063 0.34858 0.897585 0.604619 0.729227 0.0867973 1.40089 0.342468 1.82549 1.17835 1.82832 1.09211 1.10251 1.80959
156 4.665 1.22221 31.9884 0.785046 2.20874 0.765103 0.302184 0.874664 0.355794 0.91495 0.61695 0.65483 0.0888296 1.26942 0.350455 1.63856 1.18866 2.25617 1.10631 1.30625 1.81781
157 4.695 1.22614 32.721 0.779511 2.26044 0.738393 0.30689 0.916127 0.363448 0.905408 0.62931 0.767988 0.0912439 1.25326 0.358442 2.18364 1.20258 1.58376 1.1164 1.28941 1.82603
158 4.725 1.23841 33.4704 0.762768 2.31167 0.720122 0.311538 0.861965 0.370741 0.922609 0.642065 0.715267 0.0935212 1.32786 0.367013 1.35763 1.21134 1.27076 1.12461 1.06108 1.83288
159 4.755 1.24348 34.2325 0.754871 2.36302 0.713272 0.316201 0.931017 0.378719 0.927484 0.655052 0.688417 0.0957408 1.36091 0.375909 1.89266 1.22371 1.49593 1.13438 1.04761 1.83973
160 4.785 1.24617 35.0059 0.764161 2.41565 0.627042 0.320352 0.916038 0.386668 0.920463 0.668103 0.684206 0.0979749 1.29475 0.384481 0.934409 1.2299 1.33428 1.14322 0.827732 1.84521
161 4.815 1.26198 35.799 0.766136 2.46909 0.637548 0.324625 0.889927 0.394487 0.925587 0.681392 0.699666 0.100288 1.40466 0.393896 0.845876 1.23557 1.3647 1.15237 1.43042 1.85479
162 4.845 1.26524 36.604 0.774334 2.52377 0.599946 0.328697 0.870008 0.402227 0.884918 0.694256 0.686715 0.102587 1.37775 0.403247 1.21498 1.24381 1.62679 1.16341 0.201838 1.85616
163 4.875 1.2729 37.424 0.765646 2.57852 0.631389 0.333035 0.84894 0.409873 0.903433 0.707553 0.63792 0.104749 1.43647 0.413117 1.05012 1.25103 1.97412 1.17697 1.79449 1.86849
164 4.905 1.27641 38.2564 0.750731 2.63286 0.565669 0.33697 0.984004 0.418845 0.947566 0.721671 0.670018 0.107048 1.52164 0.423701 0.963352 1.25773 1.72326 1.18896 1.96918 1.88219
165 4.935 1.2748 39.0979 0.772418 2.68945 0.55471 0.340876 0.868242 0.426859 0.874432 0.734859 0.668142 0.109369 1.52159 0.434416 1.83007 1.27062 1.9264 1.20252 1.75086 1.89452
166 4.965 1.26572 39.9436 0.754753 2.74542 0.52175 0.344595 0.856238 0.434859 0.901667 0.748624 0.651901 0.11166 1.36661 0.444156 2.31433 1.28711 1.77034 1.21514 1.72978 1.90685
167 4.995 1.25789 40.7943 0.74139 2.80107 0.588433 0.34884 0.84674 0.442865 0.889941 0.762374 0.627894 0.113894 1.38625 0.454156 1.57211 1.29845 1.96797 1.22934 1.51929 1.91781
168 5.025 1.23525 41.6398 0.724407 2.8561 0.619917 0.353366 0.832899 0.450836 0.847533 0.775627 0.646435 0.116222 1.41423 0.464481 1.3415 1.30825 2.41987 1.247 0.937936 1.92466
169 5.055 1.21986 42.4847 0.717527 2.91126 0.612564 0.357891 0.840899 0.45898 0.861192 0.789255 0.644698 0.118572 1.32718 0.474286 1.88374 1.32216 1.28101 1.25647 0.741644 1.93014
170 5.085 1.19004 43.3188 0.719086 2.9672 0.661289 0.362835 0.776584 0.46659 0.832155 0.80258 0.611707 0.120827 1.52 0.485649 1.37887 1.33247 0.970471 1.26372 1.46563 1.9411
171 5.115 1.16879 44.1476 0.692462 3.02171 0.720251 0.368283 0.817658 0.474697 0.826866 0.815977 0.660567 0.123292 1.63959 0.498052 1.83985 1.34639 1.83482 1.2776 1.08666 1.94932
172 5.145 1.13314 44.9607 0.681238 3.07596 0.675147 0.373451 0.74493 0.482171 0.812865 0.829302 0.618517 0.125627 1.67146 0.510844 1.61632 1.35876 1.68985 1.29054 1.25277 1.9589
173 5.175 1.10606 45.7636 0.662985 3.12937 0.767851 0.379396 0.77183 0.490004 0.808689 0.842714 0.643458 0.128084 1.47598 0.522273 1.39792 1.36959 1.54821 1.30252 1.59233 1.97123
174 5.205 1.07104 46.5501 0.64926 3.18229 0.737866 0.385176 0.699778 0.497189 0.785218 0.855888 0.580099 0.130326 1.7409 0.535909 1.77677 1.38351 2.29555 1.3205 1.74893 1.98493
175 5.235 1.02649 47.3126 0.636339 3.23476 0.836777 0.391806 0.680685 0.504259 0.774114 0.869026 0.606669 0.132697 1.54069 0.548117 2.86259 1.40619 2.38873 1.33943 2.07436 2.00137
176 5.265 0.984709 48.0525 0.610615 3.28568 0.887499 0.398919 0.744289 0.512078 0.800579 0.882769 0.645351 0.135248 1.58797 0.560844 1.41497 1.41753 2.28291 1.35773 3.24775 2.0274
177 5.295 0.940922 48.7675 0.595513 3.33591 0.885466 0.406097 0.676189 0.519263 0.796517 0.896598 0.535325 0.137388 1.53807 0.573312 2.03476 1.43402 2.52951 1.37823 3.88666 2.0589
178 5.325 0.887932 49.45 0.590678 3.3863 0.893119 0.413419 0.684023 0.526614 0.803579 0.910709 0.556043 0.139637 1.60787 0.586494 1.69766 1.44794 2.03925 1.39495 2.33923 2.07808
179 5.355 0.845228 50.107 0.551417 3.43387 0.990034 0.421627 0.679709 0.534001 0.7954 0.924834 0.581537 0.142015 1.67605 0.60039 1.74075 1.46237 2.13072 1.41262 3.47008 2.10685
180 5.385 0.811593 50.7449 0.555538 3.48234 1.00657 0.430066 0.654434 0.541193 0.766505 0.938599 0.515841 0.144148 1.6497 0.614221 1.22964 1.47268 1.80611 1.42776 1.96081 2.12329
181 5.415 0.777816 51.3631 0.544168 3.53034 1.01923 0.438707 0.669911 0.548638 0.77193 0.952616 0.606634 0.146685 1.79227 0.629416 1.09449 1.48196 1.59994 1.44132 2.74697 2.14658
182 5.445 0.729594 51.9494 0.513791 3.57617 1.09967 0.448133 0.681779 0.556299 0.727729 0.965977 0.557382 0.149042 1.7953 0.644805 1.383 1.49381 1.95052 1.45804 2.39687 2.16712
183 5.475 0.697213 52.5159 0.506334 3.62183 1.03775 0.457127 0.683853 0.564067 0.723257 0.979403 0.492272 0.151146 1.76821 0.66013 1.1301 1.50361 1.60167 1.47192 2.84525 2.19178
184 5.505 0.664455 53.0617 0.507626 3.66811 1.06514 0.46646 0.675153 0.571822 0.757644 0.993622 0.56196 0.153575 1.89728 0.676753 1.52946 1.51701 2.01622 1.48959 2.81407 2.21644
185 5.535 0.626257 53.5818 0.502142 3.71439 1.05444 0.4758 0.643042 0.579288 0.76122 1.00806 0.514638 0.155823 2.08194 0.695195 1.68761 1.53196 1.9231 1.50662 3.40238 2.24658
186 5.565 0.600599 54.0859 0.487768 3.75984 1.05355 0.485233 0.658228 0.587014 0.783851 1.0231 0.580898 0.158389 1.9 0.712208 1.43923 1.54485 2.07867 1.52524 2.60122 2.26986
187 5.595 0.579245 54.5774 0.504359 3.80734 1.10758 0.495258 0.663329 0.594883 0.78922 1.0384 0.519802 0.160709 1.88694 0.729286 1.70853 1.56031 2.30023 1.54606 3.17804 2.29863
188 5.625 0.559939 55.0577 0.503009 3.85522 1.11077 0.505419 0.619611 0.602313 0.780096 1.05368 0.576575 0.163311 2.00163 0.747597 2.87364 1.5866 2.31035 1.56719 3.89358 2.33425
189 5.655 0.545501 55.5305 0.485325 3.90191 1.15356 0.516085 0.637435 0.610039 0.774022 1.06901 0.519895 0.165682 1.63638 0.762727 3.28937 1.61701 1.50138 1.58107 3.25971 2.36438
190 5.685 0.543182 56.0063 0.501044 3.95063 1.18461 0.527155 0.623073 0.617671 0.863095 1.08629 0.455019 0.167779 1.86238 0.78013 2.15137 1.63711 1.55297 1.59558 2.78507 2.39041
191 5.715 0.542133 56.4863 0.495356 3.9993 1.15849 0.538095 0.607829 0.625195 0.862614 1.10373 0.454895 0.169898 1.91852 0.798247 1.80138 1.65412 1.60335 1.61073 3.33644 2.42192
192 5.745 0.547023 56.9757 0.500431 4.04899 1.20231 0.549568 0.601481 0.632718 0.914622 1.12243 0.450144 0.172016 2.021 0.817532 2.75487 1.68041 1.52059 1.62524 2.72756 2.44795
193 5.775 0.552435 57.4751 0.496177 4.09877 1.21151 0.56125 0.601543 0.640321 0.979111 1.14265 0.454579 0.174178 2.49171 0.841558 2.19156 1.70155 1.50495 1.63975 2.84142 2.47534
194 5.805 0.569653 57.9954 0.49888 4.14935 1.16869 0.572636 0.660223 0.648753 1.11337 1.16588 0.457381 0.176376 2.68591 0.867727 3.06869 1.73144 1.52182 1.65457 4.63976 2.52055
195 5.835 0.575571 58.5266 0.502777 4.20085 1.21821 0.584628 0.641726 0.657034 1.16417 1.19043 0.405192 0.178344 2.67822 0.894091 3.19421 1.76289 1.89072 1.67319 2.64364 2.54658
196 5.865 0.592916 59.0794 0.500913 4.25269 1.2239 0.5968 0.631856 0.665271 0.989235 1.2115 0.387838 0.180246 2.52025 0.919156 1.14036 1.77423 1.45903 1.6877 1.65261 2.56301
197 5.895 0.647799 59.6896 0.554355 4.31064 1.13399 0.608194 0.642408 0.673732 0.736063 1.22734 0.446436 0.182459 2.39771 0.943247 0.615595 1.78041 1.66404 1.70442 0.954147 2.5726
198 5.925 0.729956 60.3842 0.69075 4.3836 1.13674 0.619732 0.801668 0.684398 0.69315 1.24241 0.725503 0.186091 2.22638 0.965844 1.11722 1.79175 1.80262 1.72271 3.23942 2.60548
199 5.955 0.814794 61.1674 0.86059 4.47541 1.14921 0.631515 1.23223 0.700958 0.82828 1.2606 1.18563 0.192087 1.67194 0.982987 2.16188 1.81392 1.93837 1.74259 5.47771 2.66164
200 5.985 0.886943 62.0285 0.911837 4.57367 1.09876 0.642894 1.5225 0.721627 0.898289 1.28053 1.45451 0.199517 1.47963 0.998312 2.98639 1.84485 1.79707 1.7612 3.7035 2.7
770000 200
1 0.015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.045 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 0.075 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 0.105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 0.135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 0.165 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7 0.195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 0.225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 0.255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 0.285 0 0 0 0 0 0 0 0 0 0 3.10789 3.60334e-05 0 0 0 0 0 0 0 0
11 0.315 0 0 0 0 0 0 0 0 0 0 3.5618 8.64803e-05 0 0 0 0 0 0 0 0
12 0.345 0 0 0 0 0 0 0 0 0 0 2.12169 0.000122514 0 0 0 0 0 0 0 0
13 0.375 0 0 0 0 0 0 0 0 0 0 3.95065 0.000201787 0 0 0 0 0 0 0 0
14 0.405 0 0 0 0 0 0 0 0 0 0 4.0035 0.000295474 0 0 0 0 0 0 0 0
15 0.435 0 0 0 0 0 0 0 0 0 0 4.00399 0.000403575 0 0 0 0 0 0 0 0
16 0.465 0 0 0 0 0 0 0 0 0.161443 2.16201e-05 2.80339 0.000490055 0 0 0 0 0 0 0 0
17 0.495 0 0 0 0 0 0 0 0 0.142393 4.32401e-05 2.88644 0.000590948 0 0 0 0 0 0 0 0
18 0.525 0 0 0 0 0 0 0 0 0.0844087 5.76535e-05 3.48253 0.000727875 0 0 0 0 0 0 34.3732 0.00273973
19 0.555 0 0 0 0 0 0 0 0 0.0377626 6.48602e-05 1.80423 0.000807149 0 0 0 0 0 0 30.7409 0.00547945
20 0.585 0 0 0 0 0 0 0 0 0.0340155 7.20669e-05 1.47613 0.000879216 0 0 0 0 0 0 83.0561 0.0136986
21 0.615 0 0 0 0 0 0 0 0 0 7.20669e-05 0.935291 0.000929663 0 0 0 0 0 0 100.188 0.0246575
22 0.645 0 0 0 0 0 0 0 0 0 7.20669e-05 1.21418 0.00100173 0 0 0 0 0 0 193.592 0.0479452
23 0.675 0 0 0 0 0 0 0 0 0.025509 7.92736e-05 0.221791 0.00101614 0 0 0 0 0 0 197.529 0.0739726
24 0.705 0 0 0 0 0 0 0 0 0.0468237 9.36869e-05 0.711719 0.00106659 0 0 0 0 0 0 114.358 0.090411
25 0.735 0 0 0 0 0 0 0 0 0.0430864 0.0001081 0.0935805 0.0010738 0 0 0 0 4.03911 0.000630915 87.6926 0.10411
26 0.765 0 0 0 0 0 0 0 0 0.0994193 0.000144134 0.0863857 0.001081 0 0 0 0 13.0503 0.00283912 113.314 0.123288
27 0.795 0 0 0 0 0 0 0 0 0 0.000144134 0 0.001081 0 0 0 0 3.45085 0.00347003 119.932 0.145205
28 0.825 0 0 0 0 0 0 0 0 0.0170772 0.00015134 0 0.001081 0 0 0 0 8.01498 0.00504732 83.5216 0.161644
29 0.855 0 0 0 0 0 0 0 0 0.0159224 0.000158547 0 0.001081 0 0 0 0 4.47549 0.00599369 77.7622 0.178082
30 0.885 0.000679046 1.44134e-05 0 0 0 0 0.0485231 1.44134e-05 0.0297136 0.000172961 0 0.001081 0 0 0 0 1.3931 0.00630915 96.7825 0.2
31 0.915 0 1.44134e-05 0 0 0 0 0.0454333 2.88268e-05 0 0.000172961 0 0.001081 0 0 0 0 0 0.00630915 50.9299 0.212329
32 0.945 0.00119126 4.32401e-05 0 0 0 0 0.106473 6.48602e-05 0.0260599 0.000187374 0 0.001081 0 0 0 0 0 0.00630915 63.6671 0.228767
33 0.975 0.00167796 8.64803e-05 0.00251823 7.20669e-06 0 0 0.0199972 7.20669e-05 0.0244818 0.000201787 0 0.001081 0 0 0 0 0 0.00630915 89.7064 0.253425
34 1.005 0.00157848 0.00012972 0 7.20669e-06 0 0 0 7.20669e-05 0.0115241 0.000208994 0 0.001081 0 0 0 0 0 0.00630915 60.9763 0.271233
35 1.035 0 0.00012972 0.00447338 2.16201e-05 0 0 0.0354857 8.64803e-05 0.010866 0.000216201 0 0.001081 0 0 0 0 0 0.00630915 57.4878 0.289041
36 1.065 0.000468933 0.000144134 0.00633683 4.32401e-05 0.0439587 1.44134e-05 0.0167604 9.36869e-05 0 0.000216201 0 0.001081 0 0 0 0 0 0.00630915 45.9484 0.30411
37 1.095 0 0.000144134 0.00599383 6.48602e-05 0.124704 5.76535e-05 0.0951428 0.000136927 0 0.000216201 0 0.001081 0 0 0 0 2.7288 0.00725552 39.5088 0.317808
38 1.125 0 0.000144134 0.00189305 7.20669e-05 0.196916 0.00012972 0.135208 0.000201787 0 0.000216201 0 0.001081 0 0 0 0 1.72378 0.00788644 44.9203 0.334247
39 1.155 0 0.000144134 0.00897387 0.0001081 0.112134 0.000172961 0.0712794 0.000237821 0 0.000216201 0 0.001081 0 0 0 0 2.45373 0.00883281 56.8216 0.356164
40 1.185 0 0.000144134 0.00341215 0.000122514 0.141956 0.000230614 0.108328 0.000295474 0 0.000216201 0 0.001081 0 0 0 0 3.88534 0.0104101 37.1107 0.371233
41 1.215 0 0.000144134 0.00811064 0.000158547 0.202619 0.000317094 0.07729 0.000338714 0 0.000216201 0 0.001081 0 0 0 0 2.21768 0.0113565 32.0954 0.384932
42 1.245 0 0.000144134 0.0247284 0.000273854 0.0643206 0.000345921 0.098122 0.000396368 0 0.000216201 0 0.001081 0 0 0 0 0.703799 0.0116719 18.3406 0.393151
43 1.275 0 0.000144134 0.0250482 0.000396368 0.0306667 0.000360334 0.0234032 0.000410781 0 0.000216201 0 0.001081 0 0 0 0 3.35539 0.0132492 34.974 0.409589
44 1.305 0 0.000144134 0.0393805 0.000598155 0 0.000360334 0.0223276 0.000425195 0 0.000216201 0 0.001081 0 0 0 0 5.12484 0.0157729 22.2559 0.420548
45 1.335 0 0.000144134 0.030912 0.000763909 0 0.000360334 0.0106705 0.000432401 0.00653133 0.000223407 0 0.001081 0 0 1.00058 0.000515464 6.12169 0.0189274 29.2343 0.435616
46 1.365 0 0.000144134 0.0321403 0.000944076 0 0.000360334 0 0.000432401 0.00624746 0.000230614 0.0271053 0.00108821 0 0 0.956716 0.00103093 2.9278 0.0205047 27.9729 0.450685
47 1.395 0 0.000144134 0.0529261 0.00125396 0 0.000360334 0 0.000432401 0.0478359 0.000288268 0 0.00108821 0 0 1.83218 0.00206186 0.560778 0.0208202 34.0874 0.469863
48 1.425 0 0.000144134 0.0507259 0.00156385 0 0.000360334 0 0.000432401 0.068771 0.000374748 0 0.00108821 0 0 2.63467 0.00360825 3.76098 0.0230284 16.3291 0.479452
49 1.455 0 0.000144134 0.0418641 0.0018305 0 0.000360334 0 0.000432401 0.0879453 0.000490055 0 0.00108821 0 0 5.05415 0.00670103 3.09279 0.0249211 11.1865 0.486301
50 1.485 0 0.000144134 0.0380174 0.00208273 0 0.000360334 0 0.000432401 0.0685962 0.000583742 0.0458435 0.00110262 0 0 10.5078 0.0134021 1.48357 0.0258675 19.3365 0.49863
51 1.515 0 0.000144134 0.0292209 0.00228452 0 0.000360334 0 0.000432401 0.12168 0.000756702 0 0.00110262 0 0 8.54555 0.0190722 2.85207 0.0277603 28.8918 0.517808
52 1.545 0 0.000144134 0.0391389 0.00256558 0 0.000360334 0.00796137 0.000439608 0.141379 0.000965696 0.0846628 0.00113145 0 0 23.151 0.0350515 5.028 0.0312303 41.6839 0.546575
53 1.575 0 0.000144134 0.0357259 0.00283223 0 0.000360334 0 0.000439608 0.272062 0.00138368 0 0.00113145 0 0 17.9665 0.0479381 6.59684 0.0359621 22.9212 0.563014
54 1.605 0 0.000144134 0.0399842 0.00314212 0 0.000360334 0.0147571 0.000454021 0.221373 0.00173681 0.0588607 0.00115307 0 0 14.5337 0.0587629 3.81182 0.0388013 25.7498 0.582192
55 1.635 0 0.000144134 0.0241915 0.0033367 0.00932655 0.000367541 0.0071151 0.000461228 0.256831 0.00216201 0 0.00115307 0.336037 0.00025974 15.3376 0.0706186 1.63211 0.0400631 19.4965 0.59726
56 1.665 0 0.000144134 0.0354226 0.00363217 0.0359716 0.000396368 0.0343008 0.000497261 0.302231 0.00268089 0 0.00115307 0.162075 0.00038961 15.4359 0.0829897 1.96802 0.0416404 20.5061 0.613699
57 1.695 0.000184875 0.000158547 0.020009 0.00380513 0.190862 0.000554915 0.0198618 0.000518882 0.255159 0.00313491 0 0.00115307 0.156315 0.000519481 21.7186 0.101031 2.27843 0.0435331 21.4385 0.631507
58 1.725 0 0.000158547 0.0273736 0.00405016 0.284787 0.000799942 0.00638885 0.000526088 0.222893 0.00354569 0 0.00115307 0 0.000519481 23.9659 0.121649 4.03349 0.0470032 15.9163 0.645205
59 1.755 0.000172733 0.000172961 0.0225561 0.00425915 0.71213 0.00143413 0.0185154 0.000547708 0.181361 0.00389161 0 0.00115307 0.291606 0.000779221 42.251 0.159278 4.95827 0.0514196 33.8408 0.675342
60 1.785 0 0.000172961 0.0278137 0.0045258 1.44715 0.00276737 0.0775681 0.000641395 0.157046 0.0042015 0 0.00115307 0.423044 0.00116883 32.4508 0.189175 3.7665 0.0548896 23.7922 0.69726
61 1.815 0 0.000172961 0.0298092 0.00482127 2.13371 0.00479965 0.0577343 0.000713462 0.151862 0.00451139 0 0.00115307 0.818077 0.00194805 48.7059 0.235567 4.6368 0.059306 20.1362 0.716438
62 1.845 0 0.000172961 0.0548889 0.0053834 2.38693 0.00714903 0.122891 0.000872009 0.136756 0.00479965 0 0.00115307 0.7917 0.00272727 48.7079 0.283505 8.01333 0.0671924 22.2692 0.738356
63 1.875 0 0.000172961 0.0763105 0.00619054 2.89274 0.0100894 0.108173 0.00101614 0.0794436 0.00497261 0 0.00115307 0.702635 0.00344156 38.0333 0.322165 4.96523 0.0722397 22.908 0.761644
64 1.905 0 0.000172961 0.141918 0.00773998 3.59204 0.0138585 0.0995539 0.00115307 0.109016 0.00521764 0 0.00115307 0.309373 0.00376623 43.2299 0.367526 4.80984 0.0772871 19.5831 0.782192
65 1.935 0.000141859 0.000187374 0.205994 0.0100605 4.19369 0.0183987 0.101572 0.0012972 0.0963427 0.00544105 0 0.00115307 0.539817 0.00435065 34.2778 0.404639 6.41049 0.0842271 24.0458 0.808219
66 1.965 0.000275194 0.000216201 0.266136 0.0131522 4.24752 0.0231407 0.137888 0.00149899 0.0693175 0.0056068 0 0.00115307 0.349108 0.00474026 29.0885 0.437113 3.67354 0.0883281 34.3502 0.846575
67 1.995 0.00120235 0.000345921 0.365325 0.0175267 3.96423 0.0277025 0.143334 0.00171519 0.190059 0.00607524 0 0.00115307 0.282146 0.00506494 19.2589 0.459278 3.28975 0.0921136 28.5689 0.879452
68 2.025 0.00298256 0.000677429 0.45446 0.0231335 3.40374 0.0317383 0.17621 0.00198905 0.184435 0.00654367 0 0.00115307 0.60237 0.00577922 16.5214 0.478866 2.12862 0.0946372 24.2613 0.908219
69 2.055 0.00491082 0.00123955 0.55134 0.0301384 2.70317 0.0350389 0.198071 0.00230614 0.372005 0.00751658 0 0.00115307 0.265889 0.0061039 13.0881 0.494845 2.58377 0.0977918 20.1961 0.932877
70 2.085 0.00954011 0.00236379 0.656794 0.0387287 2.08126 0.0376549 0.284306 0.00277457 0.730787 0.009484 0.0232564 0.00116748 0.258354 0.00642857 12.3023 0.510309 1.25508 0.0993691 11.9871 0.947945
71 2.115 0.0192575 0.00469876 0.853581 0.0502162 1.90002 0.0401124 0.616378 0.00381954 0.972953 0.0121793 0.0225962 0.0011819 0.250961 0.00675325 8.76752 0.521649 2.19512 0.102208 10.5922 0.961644
72 2.145 0.0397549 0.00965696 1.05788 0.0648602 1.31633 0.0418636 0.826554 0.00526088 1.18621 0.0155592 0.0329436 0.00120352 0.34167 0.00720779 5.81214 0.529381 2.84492 0.105994 3.08866 0.965753
73 2.175 0.081828 0.0201499 1.25474 0.0827184 1.09067 0.0433554 0.924519 0.00691842 1.4292 0.0197463 0.0213684 0.00121793 0.617135 0.00805195 1.88436 0.531959 2.07598 0.108833 8.0138 0.976712
74 2.205 0.165794 0.0420006 1.43811 0.103755 0.861312 0.0445662 1.10283 0.00895071 1.56527 0.0244595 0.0311768 0.00123955 0.461945 0.0087013 2.56687 0.535567 2.24382 0.111987 4.87315 0.983562
75 2.235 0.324661 0.0859614 1.62083 0.128113 0.723495 0.0456111 1.28284 0.0113794 1.61907 0.0294681 0.0303388 0.00126117 0.404787 0.00928571 1.07091 0.537113 2.83919 0.116088 3.79366 0.989041
76 2.265 0.624995 0.172874 1.78642 0.155686 0.69472 0.0466417 1.44919 0.0141972 1.68536 0.0348227 0.0886525 0.00132603 0.306354 0.00974026 1.04249 0.53866 2.12642 0.119243 2.77087 0.993151
