# Time-averaged data for fix rdffinalout
# TimeStep Number-of-rows
# Row c_rdffinal[1] c_rdffinal[2] c_rdffinal[3] c_rdffinal[4] c_rdffinal[5] c_rdffinal[6] c_rdffinal[7] c_rdffinal[8] c_rdffinal[9] c_rdffinal[10] c_rdffinal[11] c_rdffinal[12] c_rdffinal[13] c_rdffinal[14] c_rdffinal[15] c_rdffinal[16] c_rdffinal[17] c_rdffinal[18] c_rdffinal[19] c_rdffinal[20] c_rdffinal[21]
760000 200
77 2.295 1.06164 0.324445 1.83325 0.184736 0.530042 0.0474488 1.49097 0.0171735 1.90451 0.0410349 0.143907 0.00143413 0.341122 0.0102597 1.01544 0.540206 2.07136 0.122397 2.69985 0.99726
78 2.325 1.65983 0.567656 1.96924 0.216763 0.456503 0.0481623 1.47744 0.0202003 2.08166 0.0480037 0.121547 0.00152782 0.332381 0.0107792 1.31948 0.542268 1.00942 0.123975 11.3934 1.01507
79 2.355 2.2968 0.912943 2.00063 0.250144 0.426917 0.0488469 1.80342 0.0239911 2.22619 0.05565 0.200438 0.00168636 0.364482 0.0113636 3.21414 0.547423 3.54079 0.129653 8.54207 1.02877
80 2.385 2.89374 1.35912 1.99101 0.284217 0.319863 0.049373 1.93215 0.0281565 2.24013 0.0635414 0.257646 0.00189536 0.315895 0.0118831 2.50665 0.551546 3.45237 0.135331 8.32815 1.04247
81 2.415 3.38309 1.89396 1.89465 0.317462 0.243608 0.0497838 2.02137 0.0326247 2.15486 0.0713246 0.441818 0.0022629 0.192439 0.0122078 1.22302 0.553608 3.18025 0.140694 6.49841 1.05342
82 2.445 3.69657 2.49297 1.77588 0.349402 0.229305 0.0501802 2.14708 0.0374892 1.98557 0.0786754 0.57483 0.00275295 0.187833 0.0125325 1.49157 0.556186 3.10318 0.146057 8.71717 1.06849
83 2.475 3.89752 3.14013 1.64394 0.379699 0.203438 0.0505405 2.46779 0.0432185 1.78764 0.0854569 0.725937 0.00338714 0.0366233 0.0125974 2.61934 0.560825 1.95918 0.149527 8.50948 1.08356
84 2.505 3.92244 3.80731 1.52045 0.408403 0.206561 0.0509152 2.44545 0.0490343 1.82111 0.0925339 0.861697 0.00415826 0.0716107 0.0127273 0.568263 0.561856 2.26028 0.153628 7.54948 1.09726
85 2.535 3.82741 4.47401 1.41758 0.43581 0.193938 0.0512756 2.18364 0.0543528 1.70399 0.0993154 0.78639 0.00487893 0.0349102 0.0127922 1.66453 0.564948 1.528 0.156467 2.94947 1.10274
86 2.565 3.69258 5.13255 1.33217 0.462179 0.238676 0.0517296 1.87864 0.0590372 1.72628 0.106349 0.983122 0.00580138 0.0341441 0.0128571 0.813058 0.566495 2.81951 0.16183 2.16025 1.10685
87 2.595 3.49857 5.77116 1.28627 0.488239 0.170279 0.0520611 1.81567 0.0636711 1.56215 0.112864 0.772932 0.00654367 0.066717 0.012987 0.264595 0.56701 3.24019 0.168139 2.81492 1.11233
88 2.625 3.27274 6.38244 1.22991 0.513736 0.159161 0.0523782 1.53708 0.0676852 1.47431 0.119155 0.784617 0.00731479 0 0.012987 0.517451 0.568041 3.00821 0.174132 3.43764 1.11918
89 2.655 3.08968 6.9728 1.06942 0.536415 0.23336 0.0528538 1.40003 0.0714255 1.49236 0.12567 0.795713 0.00811473 0 0.012987 0.252976 0.568557 2.32168 0.178864 6.04963 1.13151
90 2.685 2.83397 7.52661 0.949272 0.557005 0.252379 0.0533799 1.17374 0.0746325 1.38174 0.131839 0.792067 0.00892909 0 0.012987 0.49472 0.569588 2.27033 0.183596 6.57227 1.14521
91 2.715 2.5754 8.04119 0.80787 0.574921 0.260368 0.0539349 1.14792 0.0778394 1.39086 0.138188 0.822643 0.00979389 0 0.012987 1.45143 0.57268 3.70022 0.191483 4.49844 1.15479
92 2.745 2.3411 8.51936 0.692385 0.590617 0.310956 0.0546123 0.860497 0.0802969 1.31115 0.144307 0.838344 0.0106947 0.059576 0.0131169 1.65587 0.576289 2.89617 0.197792 3.14401 1.16164
93 2.775 2.11054 8.9599 0.54655 0.603279 0.245983 0.05516 0.871665 0.0828409 1.25725 0.150303 0.80057 0.0115739 0.0583476 0.0132468 3.24182 0.583505 1.98338 0.202208 4.92126 1.1726
94 2.805 1.84019 9.35236 0.508118 0.615307 0.29462 0.0558302 0.833749 0.0853272 1.09745 0.15565 0.712882 0.0123739 0.114198 0.0135065 2.71846 0.589691 2.21879 0.207256 2.40741 1.17808
95 2.835 1.61765 9.70479 0.455694 0.626326 0.285328 0.0564932 0.693175 0.0874387 1.0367 0.16081 0.729317 0.0132099 0.139685 0.0138312 3.10504 0.596907 1.76437 0.211356 3.53734 1.1863
96 2.865 1.40846 10.0182 0.383748 0.635803 0.334033 0.057286 0.657889 0.0894854 0.825133 0.165004 0.769539 0.0141107 0.136817 0.0141558 3.69287 0.60567 1.99433 0.216088 1.73141 1.19041
97 2.895 1.20367 10.2916 0.320961 0.643896 0.362809 0.0581652 0.544513 0.091215 0.798389 0.169148 0.807966 0.0150764 0.214374 0.0146753 3.82922 0.614948 1.56193 0.219874 1.6964 1.19452
98 2.925 1.00976 10.5258 0.303498 0.651708 0.445736 0.0592678 0.591177 0.093132 0.720887 0.172968 0.821038 0.0160781 0.21006 0.0151948 3.75067 0.624227 1.0201 0.222397 1.66053 1.19863
99 2.955 0.875309 10.733 0.267467 0.658735 0.508099 0.0605506 0.522643 0.0948616 0.629029 0.176369 0.671295 0.0169141 0.205758 0.0157143 2.24534 0.629897 2.62367 0.229022 2.17036 1.20411
100 2.985 0.751807 10.9145 0.238722 0.665134 0.553889 0.0619775 0.456689 0.0964039 0.633414 0.179865 0.578436 0.0176492 0.226866 0.0162987 2.20117 0.635567 1.59143 0.233123 1.5956 1.20822
101 3.015 0.637487 11.0716 0.232942 0.671505 0.504527 0.0633035 0.575255 0.0983857 0.595252 0.183216 0.600427 0.0184275 0.420066 0.0174026 1.96122 0.640722 0.720156 0.235016 1.56355 1.21233
102 3.045 0.558575 11.212 0.206676 0.67727 0.594109 0.0648962 0.600882 0.100497 0.602434 0.186675 0.604948 0.0192274 0.242159 0.0180519 3.65301 0.650515 2.00034 0.240379 0.511131 1.2137
103 3.075 0.48806 11.3371 0.197092 0.682877 0.658988 0.0666979 0.601282 0.102652 0.525522 0.189752 0.587853 0.0200202 0.213777 0.0186364 4.14776 0.661856 1.15411 0.243533 2.00456 1.21918
104 3.105 0.423134 11.4477 0.199262 0.688657 0.602343 0.0683771 0.615367 0.104901 0.5142 0.192822 0.550339 0.0207769 0.349352 0.0196104 4.80799 0.675258 1.92379 0.248896 0.491496 1.22055
105 3.135 0.373954 11.5473 0.185478 0.694141 0.687295 0.0703301 0.530126 0.106875 0.486628 0.195784 0.524468 0.021512 0.228522 0.0202597 3.26526 0.684536 2.10946 0.25489 0.964465 1.22329
106 3.165 0.328311 11.6365 0.187244 0.699784 0.758878 0.0725281 0.518212 0.108843 0.565718 0.199294 0.504467 0.0222326 0.403549 0.0214286 3.55961 0.694845 3.59394 0.2653 0.946337 1.22603
107 3.195 0.295242 11.7181 0.200635 0.705946 0.783816 0.0748415 0.517843 0.110846 0.531231 0.202652 0.475243 0.0229245 0.28606 0.0222727 2.09564 0.701031 4.06158 0.277287 0.928491 1.22877
108 3.225 0.264624 11.7928 0.193229 0.711992 0.889114 0.0775151 0.42598 0.112525 0.600832 0.206522 0.374104 0.0234794 0.323867 0.0232468 2.3997 0.708247 4.93075 0.292114 0.455493 1.23014
109 3.255 0.243508 11.8627 0.20777 0.718615 0.879861 0.0802104 0.441504 0.114298 0.554673 0.210161 0.338614 0.0239911 0.296675 0.0241558 2.18745 0.714948 5.8694 0.310095 0.447322 1.23151
110 3.285 0.220359 11.9271 0.218871 0.725721 1.03472 0.083439 0.419377 0.116013 0.576912 0.214017 0.332473 0.0245027 0.332962 0.0251948 2.80863 0.723711 5.25741 0.326498 3.95053 1.24384
111 3.315 0.211886 11.9903 0.216233 0.73287 0.98216 0.0865595 0.451609 0.117894 0.564412 0.217858 0.340272 0.025036 0.551745 0.0269481 1.13554 0.72732 3.67357 0.33817 4.31136 1.25753
112 3.345 0.198123 12.0503 0.234847 0.740775 1.04475 0.0899395 0.441841 0.119768 0.618833 0.222146 0.352236 0.0255982 0.642383 0.029026 2.38986 0.735052 6.14314 0.358044 5.50461 1.27534
113 3.375 0.193402 12.1101 0.252988 0.749445 1.13787 0.0936869 0.467432 0.121786 0.59968 0.226376 0.328307 0.0261314 0.63094 0.0311039 3.12973 0.745361 5.84239 0.377287 5.82348 1.29452
114 3.405 0.186617 12.1687 0.297929 0.759837 1.14797 0.0975353 0.469062 0.123847 0.571105 0.230477 0.418408 0.0268233 0.697292 0.0334416 3.22955 0.756186 6.30546 0.398423 6.94702 1.31781
115 3.435 0.187428 12.2287 0.310204 0.770849 1.09846 0.101283 0.541452 0.126268 0.574982 0.234679 0.398326 0.0274935 0.799312 0.0361688 1.96381 0.762887 6.10288 0.419243 5.2188 1.33562
116 3.465 0.194515 12.292 0.346555 0.783367 1.09408 0.105081 0.633515 0.129151 0.612553 0.239233 0.441941 0.0282502 0.91659 0.0393506 4.00922 0.776804 5.63418 0.438801 4.73508 1.35205
117 3.495 0.206167 12.3602 0.360044 0.796598 1.22021 0.10939 0.572882 0.131803 0.556367 0.243442 0.393018 0.0289349 0.900924 0.0425325 2.62699 0.786082 6.60928 0.462145 5.81804 1.3726
118 3.525 0.216019 12.433 0.384594 0.810976 1.14944 0.11352 0.670257 0.13496 0.616228 0.248184 0.463644 0.0297564 0.994159 0.0461039 2.29601 0.79433 6.23465 0.484543 3.4323 1.38493
119 3.555 0.232881 12.5128 0.412814 0.826672 1.26415 0.118139 0.565742 0.137669 0.615091 0.252998 0.399842 0.0304771 1.11952 0.0501948 1.83359 0.801031 6.30276 0.507571 2.62462 1.39452
120 3.585 0.254731 12.6015 0.431846 0.84337 1.12871 0.122334 0.59628 0.140574 0.628376 0.257999 0.444303 0.0312914 1.10105 0.0542857 1.80325 0.807732 5.9423 0.529653 0.737455 1.39726
121 3.615 0.281284 12.7011 0.460082 0.861459 1.15586 0.126701 0.637289 0.14373 0.674966 0.263462 0.433045 0.0320986 1.01407 0.0581169 2.31988 0.816495 6.01098 0.552366 2.17544 1.40548
122 3.645 0.310651 12.813 0.477419 0.880542 1.06557 0.130794 0.645449 0.14698 0.704224 0.269256 0.448822 0.032949 1.18312 0.0626623 2.14692 0.824742 4.68107 0.570347 3.56526 1.41918
123 3.675 0.340995 12.9378 0.504781 0.901052 1.01876 0.134772 0.71099 0.15062 0.724641 0.275317 0.340517 0.0336048 1.46329 0.0683766 2.3762 0.834021 5.89739 0.593375 1.40363 1.42466
124 3.705 0.386898 13.0818 0.502394 0.9218 1.03134 0.138866 0.766045 0.154605 0.82572 0.282336 0.419668 0.0344263 1.58695 0.0746753 2.59739 0.84433 5.96105 0.617035 1.03585 1.42877
125 3.735 0.431331 13.2449 0.523372 0.943766 1.04704 0.143089 0.804212 0.158857 0.839167 0.289586 0.449195 0.03532 1.30408 0.0799351 2.30042 0.853608 5.2398 0.63817 2.03781 1.43699
126 3.765 0.477857 13.4285 0.542272 0.966892 1.004 0.147204 0.847764 0.163412 0.825055 0.296829 0.413522 0.036156 1.6952 0.0868831 2.01203 0.861856 4.84873 0.658044 5.01286 1.45753
127 3.795 0.532432 13.6364 0.568996 0.991547 0.896479 0.150937 0.85819 0.168096 0.850001 0.30441 0.557855 0.0373018 1.63742 0.0937013 1.23798 0.86701 5.30286 0.680126 5.922 1.48219
128 3.825 0.591719 13.871 0.603158 1.0181 0.977927 0.155074 0.894184 0.173054 0.874106 0.312331 0.538803 0.0384261 1.5965 0.100455 1.21828 0.872165 4.7727 0.700315 4.85808 1.50274
129 3.855 0.676649 14.1436 0.634581 1.04647 0.976132 0.159268 0.832986 0.177746 0.866058 0.320301 0.584842 0.0396656 1.99482 0.109026 1.5595 0.878866 4.69853 0.720505 4.78251 1.52329
130 3.885 0.738418 14.4457 0.671967 1.07698 0.848812 0.162972 0.948657 0.183172 0.890525 0.328625 0.649524 0.0410637 1.42842 0.11526 2.59867 0.890206 5.78306 0.745741 3.76714 1.53973
131 3.915 0.841706 14.7954 0.69687 1.10912 0.967585 0.16726 0.889519 0.18834 0.920981 0.337367 0.626435 0.042433 1.71432 0.122857 1.86109 0.898454 5.55212 0.770347 3.08957 1.55342
132 3.945 0.931214 15.1883 0.734337 1.1435 0.930514 0.171447 0.939575 0.193882 0.92943 0.346325 0.607208 0.0437806 1.70283 0.130519 1.94743 0.907216 4.55723 0.790852 2.13053 1.56301
133 3.975 1.03735 15.6325 0.750422 1.17917 0.971715 0.175886 0.955539 0.199604 0.919146 0.355319 0.687616 0.0453301 1.93309 0.139351 2.59535 0.919072 4.4884 0.811356 3.59819 1.57945
134 4.005 1.14353 16.1297 0.773879 1.21652 0.988282 0.18047 0.915177 0.205167 0.999726 0.365249 0.671044 0.0468651 1.68016 0.147143 2.66779 0.931443 2.92454 0.824921 1.47661 1.5863
135 4.035 1.22103 16.6686 0.78448 1.25494 1.11297 0.185709 0.99273 0.211293 1.00349 0.375368 0.608352 0.0482776 1.79326 0.155584 2.0803 0.941237 4.35614 0.845426 0.873058 1.59041
136 4.065 1.32671 17.2629 0.823386 1.29588 0.965391 0.190321 0.98271 0.217447 0.970436 0.385298 0.694168 0.0499135 1.94355 0.16487 3.02071 0.95567 4.02798 0.864669 0.573509 1.59315
137 4.095 1.40169 17.9 0.810228 1.33675 1.02113 0.195272 0.958189 0.223537 1.03887 0.396087 0.626798 0.0514125 1.87515 0.173961 2.23241 0.966495 3.12269 0.879811 1.41302 1.6
138 4.125 1.46396 18.5752 0.857604 1.38066 1.14841 0.200922 1.02029 0.230117 0.984143 0.406457 0.686021 0.0530773 1.74227 0.182532 2.09554 0.976804 2.69302 0.89306 1.11357 1.60548
139 4.155 1.51543 19.2844 0.850121 1.42481 1.01209 0.205974 1.05847 0.237042 1.03198 0.417491 0.720088 0.0548501 2.02934 0.192662 2.37508 0.98866 3.47613 0.91041 0.274586 1.60685
140 4.185 1.55705 20.0236 0.835942 1.46886 1.09726 0.211531 1.00101 0.243687 1.04515 0.428827 0.807896 0.056868 1.82092 0.201883 2.44309 1.00103 2.17985 0.921451 1.62294 1.61507
141 4.215 1.57855 20.7838 0.812075 1.51227 1.10973 0.217231 0.984679 0.250317 0.980549 0.439615 0.748059 0.0587633 1.70647 0.210649 2.30822 1.01289 3.00904 0.936909 2.93377 1.63014
142 4.245 1.5762 21.5537 0.804621 1.55589 1.10238 0.222975 1.05416 0.257517 1.00548 0.450836 0.74876 0.0606875 1.74473 0.21974 2.96806 1.02835 2.543 0.950158 3.15406 1.64658
143 4.275 1.59016 22.3414 0.815008 1.6007 1.20974 0.229367 1.04044 0.264723 0.979319 0.46192 0.79911 0.0627703 1.91706 0.22987 1.46324 1.03608 2.38794 0.962776 4.92554 1.6726
144 4.305 1.56477 23.1275 0.792044 1.64486 1.0786 0.235147 0.995223 0.271714 0.924264 0.472528 0.755289 0.0647665 1.39363 0.237338 3.55898 1.05515 2.11929 0.974132 4.09092 1.69452
145 4.335 1.54007 23.912 0.796674 1.6899 1.134 0.241309 0.95723 0.278531 0.956739 0.483662 0.734068 0.0667339 1.74474 0.246818 1.70764 1.06443 1.97414 0.984858 2.269 1.70685
146 4.365 1.49514 24.6842 0.786767 1.735 1.04263 0.247052 0.989999 0.28568 0.963776 0.495035 0.777083 0.0688455 1.79158 0.256688 1.77789 1.07423 1.9467 0.995584 1.98962 1.71781
147 4.395 1.47651 25.4572 0.779162 1.78028 1.13168 0.253373 0.997209 0.292981 0.968739 0.506623 0.708953 0.0707985 1.63946 0.265844 2.67634 1.08918 1.46857 1.00379 3.43404 1.73699
148 4.425 1.43157 26.2171 0.78564 1.82656 1.05659 0.259354 0.940037 0.299957 0.974072 0.518435 0.732936 0.0728452 1.57143 0.27474 2.1851 1.10155 2.28438 1.01672 1.69342 1.74658
149 4.455 1.36944 26.9538 0.755911 1.8717 1.00718 0.265134 0.963832 0.307207 0.95397 0.53016 0.75367 0.0749784 1.72004 0.28461 1.07819 1.10773 2.03387 1.02839 2.38695 1.76027
150 4.485 1.34147 27.6852 0.771309 1.91838 0.939279 0.270597 0.950037 0.314449 0.981167 0.542383 0.693389 0.0769674 1.5743 0.293766 2.2156 1.12062 1.84428 1.03912 1.1777 1.76712
151 4.515 1.31134 28.4098 0.763561 1.96521 0.942671 0.276153 0.845111 0.320979 0.98813 0.554857 0.72882 0.0790862 1.56438 0.302987 1.31195 1.12835 2.35496 1.053 1.39465 1.77534
152 4.545 1.27849 29.1257 0.754784 2.01211 0.896539 0.281508 0.897522 0.328005 0.946986 0.566972 0.755878 0.0813131 1.58727 0.312468 0.862887 1.13351 1.53182 1.06215 0.68816 1.77945
153 4.575 1.25433 29.8373 0.763118 2.06017 0.863368 0.286732 0.913919 0.335255 0.921831 0.57892 0.758079 0.083576 1.59882 0.322143 1.61836 1.1433 2.03258 1.07445 1.132 1.7863
154 4.605 1.23523 30.5474 0.756368 2.10842 0.890941 0.292195 0.833036 0.34195 0.936735 0.591222 0.648154 0.0855362 1.50393 0.331364 1.84945 1.15464 2.05825 1.08707 1.34103 1.79452
155 4.635 1.2311 31.2643 0.756087 2.15729 0.792416 0.297117 0.885982 0.349164 0.945767 0.603805 0.698597 0.0876766 1.73531 0.342143 1.65981 1.16495 1.67588 1.09748 0.441215 1.79726
156 4.665 1.23421 31.9923 0.770943 2.20777 0.79028 0.30209 0.911333 0.356681 0.912246 0.6161 0.682706 0.0897953 1.43451 0.351169 1.06489 1.17165 1.905 1.10946 1.30571 1.80548
157 4.695 1.23347 32.7293 0.76438 2.25846 0.715758 0.306652 0.882492 0.364053 0.896921 0.628344 0.614375 0.0917267 1.27361 0.359286 2.18406 1.18557 1.1386 1.11672 1.71904 1.81644
158 4.725 1.23507 33.4767 0.775943 2.31058 0.696693 0.311149 0.886627 0.371555 0.928853 0.641186 0.665474 0.0938455 1.37808 0.368182 1.67693 1.19639 1.31968 1.12524 0.636691 1.82055
159 4.755 1.24622 34.2405 0.788862 2.36424 0.733074 0.315941 0.911619 0.379367 0.862081 0.653257 0.699576 0.0961012 1.34101 0.376948 1.8136 1.20825 1.10984 1.13249 0.628828 1.82466
160 4.785 1.24909 35.0157 0.765508 2.41697 0.640098 0.320179 0.907718 0.387244 0.961595 0.666892 0.717277 0.0984434 1.30459 0.385584 1.63508 1.21907 1.62028 1.14322 1.65556 1.83562
161 4.815 1.26745 35.8123 0.76147 2.47009 0.634289 0.324431 0.899735 0.39515 0.912518 0.679994 0.656054 0.100613 1.38531 0.39487 1.53809 1.22938 1.5058 1.15331 1.22595 1.84384
162 4.845 1.25531 36.611 0.760948 2.52383 0.607339 0.328553 0.930745 0.40343 0.925561 0.693449 0.65229 0.102796 1.4256 0.404545 1.29125 1.23814 1.81268 1.16562 0.403778 1.84658
163 4.875 1.26763 37.4276 0.751707 2.57757 0.597809 0.332661 0.860921 0.411185 0.877455 0.706364 0.695309 0.105153 1.39846 0.414156 1.57493 1.24897 1.42316 1.17539 0.797304 1.85205
164 4.905 1.27173 38.257 0.753995 2.63215 0.596733 0.336812 0.864645 0.419069 0.939804 0.720366 0.688902 0.107517 1.4283 0.424091 0.81506 1.25464 1.3152 1.18454 0.590922 1.85616
165 4.935 1.26313 39.0908 0.758924 2.68776 0.551636 0.340696 0.890089 0.427285 0.928414 0.734369 0.663965 0.109823 1.34635 0.433571 1.24443 1.2634 2.24003 1.20032 0.9725 1.86301
166 4.965 1.27015 39.9395 0.753957 2.74367 0.621819 0.345128 0.869332 0.435406 0.947896 0.74884 0.645728 0.112093 1.40295 0.443571 2.0971 1.27835 1.7703 1.21293 0.384457 1.86575
167 4.995 1.25865 40.7908 0.73542 2.79888 0.58641 0.349359 0.848228 0.443428 0.87965 0.762432 0.646075 0.114392 1.26923 0.452727 1.57224 1.28969 1.92409 1.22681 1.51912 1.87671
168 5.025 1.24072 41.64 0.739474 2.85505 0.614993 0.353848 0.871288 0.451766 0.880697 0.776204 0.680448 0.116842 1.57433 0.464221 1.34126 1.29948 2.20345 1.2429 0.93829 1.88356
169 5.055 1.21865 42.4841 0.72435 2.91074 0.61649 0.358403 0.821513 0.459722 0.86573 0.789903 0.664472 0.119263 1.63469 0.476299 2.30227 1.31649 2.0494 1.25804 1.48283 1.89452
170 5.085 1.18889 43.3173 0.721572 2.96687 0.645877 0.363231 0.822893 0.467786 0.838453 0.803329 0.654674 0.121678 1.50264 0.487532 1.86196 1.33041 1.56115 1.26972 2.19912 1.91096
171 5.115 1.17193 44.1485 0.688955 3.0211 0.664945 0.368262 0.814745 0.475865 0.785936 0.816064 0.618084 0.123984 1.51073 0.498961 1.3625 1.34072 1.29296 1.2795 1.9921 1.92603
172 5.145 1.12832 44.9581 0.696696 3.07659 0.691128 0.373551 0.787313 0.483763 0.796133 0.829115 0.715876 0.126686 1.49315 0.51039 2.69387 1.36134 1.77217 1.29306 1.43178 1.93699
173 5.175 1.10288 45.7587 0.660293 3.12979 0.760389 0.379439 0.692284 0.49079 0.784758 0.84213 0.617039 0.129043 1.53469 0.522273 2.52972 1.38093 2.11838 1.30946 1.23843 1.94658
174 5.205 1.06589 46.5414 0.637226 3.18172 0.770988 0.385479 0.713794 0.498119 0.813977 0.855787 0.647248 0.131544 1.6497 0.535195 2.10571 1.39742 2.05407 1.32555 1.574 1.9589
175 5.235 1.01975 47.2989 0.626891 3.23341 0.813097 0.391921 0.72506 0.50565 0.790224 0.869199 0.623235 0.13398 1.44233 0.546623 1.88661 1.41237 1.75171 1.33943 1.90203 1.97397
176 5.265 0.981712 48.0366 0.603341 3.28373 0.837138 0.398631 0.685267 0.51285 0.777897 0.882553 0.530484 0.136077 1.62035 0.55961 1.41498 1.42371 2.44019 1.35899 3.07638 1.99863
177 5.295 0.938961 48.7502 0.593958 3.33383 0.89879 0.405917 0.678208 0.520056 0.81766 0.89675 0.551512 0.138282 1.56998 0.572338 2.22571 1.44175 2.45159 1.37886 3.21084 2.02466
178 5.325 0.886615 49.4316 0.569293 3.38239 0.952867 0.413729 0.674629 0.527306 0.760064 0.910097 0.572033 0.140595 1.48105 0.584481 1.13174 1.45103 2.30851 1.39779 3.67583 2.05479
179 5.355 0.853346 50.0949 0.572705 3.4318 0.958712 0.421678 0.671713 0.534607 0.777128 0.923897 0.546298 0.142829 1.73089 0.598831 1.11884 1.46031 2.3208 1.41703 2.64327 2.07671
180 5.385 0.815902 50.7363 0.544531 3.47931 0.973858 0.429843 0.632126 0.541554 0.750834 0.937381 0.564641 0.145164 1.40948 0.610649 1.29111 1.47113 2.37041 1.43691 2.28726 2.09589
181 5.415 0.776512 51.3534 0.539085 3.52687 1.03876 0.438649 0.678333 0.549092 0.79054 0.951737 0.551505 0.14747 1.83061 0.626169 1.33743 1.48247 2.04658 1.45426 3.55506 2.12603
182 5.445 0.728232 51.9387 0.522496 3.57347 1.01809 0.447377 0.690089 0.556846 0.756736 0.965631 0.606772 0.150036 1.86336 0.642143 2.04447 1.5 1.72963 1.46909 2.55648 2.14795
183 5.475 0.697161 52.5051 0.518308 3.62021 1.10923 0.45699 0.687647 0.564658 0.764794 0.979828 0.539453 0.152342 2.08288 0.660195 1.30834 1.51134 1.60147 1.48297 2.37074 2.16849
184 5.505 0.665158 53.0515 0.499395 3.66575 1.09061 0.466547 0.666369 0.572312 0.767226 0.994227 0.508585 0.15454 1.76382 0.675649 2.11774 1.5299 1.76412 1.49842 2.97042 2.19452
185 5.535 0.626672 53.572 0.511665 3.71291 1.07881 0.476103 0.665992 0.580045 0.75286 1.00851 0.537704 0.15689 1.78137 0.691429 1.74602 1.54536 1.53134 1.51199 2.16554 2.2137
186 5.565 0.600173 54.0758 0.496574 3.75917 1.06318 0.485623 0.61522 0.587266 0.763181 1.02315 0.52542 0.15921 1.91453 0.708571 1.61192 1.55979 2.00813 1.52997 3.51795 2.24521
187 5.595 0.581422 54.5691 0.500143 3.80628 1.13223 0.495871 0.661492 0.595114 0.781768 1.0383 0.577909 0.16179 1.851 0.725325 1.93616 1.57732 1.67303 1.54511 2.42085 2.26712
188 5.625 0.563726 55.0526 0.492697 3.85318 1.14383 0.506335 0.637036 0.602753 0.782286 1.05363 0.512662 0.164103 1.77466 0.741558 2.25376 1.59794 2.06895 1.56404 2.84535 2.29315
189 5.655 0.555832 55.5344 0.494754 3.90078 1.13171 0.516799 0.620783 0.610277 0.842409 1.07032 0.512 0.166438 2.00148 0.760065 2.50905 1.62113 1.67184 1.5795 3.11134 2.32192
190 5.685 0.548513 56.0149 0.501475 3.94954 1.17303 0.52776 0.604238 0.617678 0.809417 1.08652 0.476883 0.168636 1.78589 0.776753 1.43411 1.63454 1.48549 1.59338 3.95795 2.3589
191 5.715 0.542216 56.495 0.498203 3.99849 1.16608 0.538772 0.638082 0.625577 0.857943 1.10387 0.467259 0.170813 1.9735 0.79539 1.85576 1.65206 1.77059 1.61009 3.48166 2.39178
192 5.745 0.540486 56.9785 0.50144 4.04828 1.14866 0.549733 0.610688 0.633216 0.920596 1.12269 0.445523 0.17291 2.1093 0.815519 2.48485 1.67577 1.42133 1.62366 3.73248 2.4274
193 5.775 0.554846 57.4801 0.493438 4.09779 1.22792 0.561574 0.598662 0.640783 1.01296 1.14361 0.416705 0.174892 2.48495 0.839481 2.88667 1.70361 1.60287 1.63912 4.54621 2.47123
194 5.805 0.5632 57.9946 0.499302 4.14841 1.20642 0.573328 0.645546 0.649027 1.0902 1.16636 0.406391 0.176845 2.81244 0.866883 3.06848 1.73351 1.65124 1.65521 3.51499 2.50548
195 5.835 0.579243 58.5291 0.494383 4.19906 1.21963 0.585334 0.665153 0.65761 1.14773 1.19056 0.390348 0.17874 2.69132 0.893377 2.40876 1.75722 1.6663 1.67161 2.78322 2.53288
196 5.865 0.593969 59.0829 0.510583 4.2519 1.14996 0.596771 0.631282 0.66584 0.978697 1.21141 0.423105 0.180816 2.57904 0.919026 1.45115 1.77165 1.83961 1.68991 0.826195 2.5411
197 5.895 0.642518 59.6882 0.551234 4.30953 1.16981 0.608526 0.630343 0.674142 0.730341 1.22713 0.449337 0.183043 2.41702 0.943312 0.513061 1.7768 1.53829 1.70536 1.36342 2.55479
198 5.925 0.738451 60.3909 0.688278 4.38222 1.16868 0.620388 0.76048 0.684261 0.730924 1.24302 0.724044 0.186668 2.27113 0.966364 0.913872 1.78608 1.83366 1.72397 2.69947 2.58219
199 5.955 0.822167 61.1812 0.854356 4.47337 1.16677 0.632351 1.24615 0.701009 0.829243 1.26123 1.16991 0.192584 1.56429 0.982403 2.41324 1.81082 1.87676 1.74322 4.94322 2.63288
200 5.985 0.882078 62.0376 0.927793 4.57336 1.16065 0.644372 1.52885 0.721764 0.894364 1.28107 1.38817 0.199676 1.61751 0.999156 2.6876 1.83866 1.61426 1.75994 3.83558 2.6726
780000 200
1 0.015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0.045 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 0.075 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 0.105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 0.135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 0.165 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7 0.195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 0.225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 0.255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
