LAMMPS data file via write_data, version 2 Aug 2023, timestep = 800039, units = metal

16148 atoms
6 atom types

-0.49822314115725064 57.29822314115508 xlo xhi
-0.49822314115725064 57.29822314115508 ylo yhi
-0.49822314115725064 57.29822314115508 zlo zhi

Masses

1 55.845
2 51.9961
3 12.011
4 54.938
5 28.0855
6 183.84

Atoms # atomic

15983 1 0.1299117169531161 1.0284774932914205 1.5642441777171516 1 1 1
3247 1 2.3239852377535866 -0.26990042083649257 2.5558957651424734 0 0 0
8968 1 2.1415248078394127 0.8409065560498132 0.20057608843821373 0 0 0
4156 1 2.150199181021501 2.032600405175105 3.383719128304358 0 0 1
14993 1 1.321664552359544 3.086017973509129 1.3671935335103638 1 1 1
8826 1 -0.15276395654360553 2.952658858754806 3.414073514706781 1 0 1
5075 1 55.502294677565615 57.01021798840681 26.895077864394977 -1 -1 0
675 1 4.052335994674075 1.6554466097196925 1.6355284278210038 0 1 1
1445 1 6.597255109002556 1.600729269759995 2.801568277497769 0 1 0
4231 1 6.20413421191122 0.5181261249663995 0.6339946822589742 0 0 1
5236 1 5.536468531494393 3.2489621665184436 0.9783665205355847 0 0 1
12159 1 7.834772002659147 2.5683301293820953 0.37202942850125464 1 0 1
6361 1 10.217993377409158 0.015116794691399371 2.6222179632272704 0 1 0
14756 1 10.926545723661475 1.8061108157291383 0.7072659137713653 1 0 1
7468 1 9.103000789259122 1.9981969704054685 2.5538637312605434 0 0 1
6331 1 8.96789742362073 0.45842186209510094 0.21046262841747043 0 1 0
4319 1 13.266547077501132 2.421156912410128 1.6414865329223867 0 1 1
122 1 14.975163217728227 0.8156061199767353 1.6749127290339816 0 0 0
4 1 14.985947417358027 3.0264675044701494 3.2766880124073308 0 0 0
99 1 12.457966232130198 -0.08731800783579358 1.5462262538958194 0 0 1
1546 1 15.62409767482838 2.868350224420535 0.8126808835135051 0 1 1
4993 1 13.353998014047624 1.30029182593205 -0.40217302606936844 0 0 1
8237 1 19.121668905821043 0.8518182833896506 2.27148184454984 0 0 1
4615 1 17.361137342868215 2.515532094925028 2.7613124467749652 0 1 0
5997 1 17.55054943665602 0.8938246705933799 0.6672746927213677 0 0 1
7919 6 16.66324221358487 -0.19517604689953882 3.052340826746944 0 1 1
8083 1 19.781821479569942 2.4666615722901857 0.088932140875423 0 0 0
7403 1 19.89338747349224 3.1509743898865277 2.692221479460105 0 0 0
